P09:episode_rewards,PMM:episode_rewards,explained_variance,policy_loss,approx_kl_divergence,epoch_idx,advantage_norm,grad_norm,frames,fps,policy_entropy,clip_fraction,episode_length,value_loss,P01:episode_rewards
350.0,177.0,1.825392246246338e-08,-0.001958146275137551,0.0030702330698204605,32,15.968717747926712,0.0558996977341738,327680,530,1.7665357895195484,0.22626953125,337.42,0.010036751032748726,47.50000000000001
300.0,167.0,1.2665987014770507e-08,-0.0013158462883438916,0.0021886154715275554,33,15.968717861175538,0.05296427407323996,337920,530,1.7812595218420029,0.1810791015625,336.42,0.00861293484158523,50.0
300.0,170.75,-6.332993507385254e-09,-0.0020475120640185197,0.0029557423490814473,34,15.968717676401138,0.05040084442155292,348160,529,1.774619185179472,0.2485107421875,340.16,0.01066333675516944,50.0
500.0,193.0,8.568167686462402e-09,-0.001435662925359793,0.003127329750532226,35,15.96871775984764,0.05438144928952887,358400,530,1.7763403102755546,0.216845703125,342.63,0.010331326194864232,50.0
500.0,187.25,1.899898052215576e-08,-0.001464530204248149,0.0029563799742277296,36,15.968717056512833,0.05243357888376825,368640,530,1.7716368466615677,0.2137451171875,335.59,0.007649358395701711,25.0
507.5000000000006,192.25,-2.2351741790771484e-08,-0.0016341525744792307,0.0032494078645413536,37,15.96871782541275,0.05420643428815799,378880,531,1.7585130333900452,0.2632568359375,333.98,0.009091092522976397,25.0
277.5000000000002,159.5,3.725290298461914e-09,-0.0013252843666123227,0.0022700221573472845,38,15.96871713399887,0.053079132579523146,389120,531,1.7858965806663036,0.177734375,324.62,0.009732194127377625,25.0
327.5000000000002,171.75,0.0,-0.0017356240001390687,0.003156055062413543,39,15.96871746778488,0.05434612061103946,399360,532,1.7813253052532674,0.259130859375,332.41,0.009181216101796962,47.50000000000001
355.00000000000045,181.0,-1.862645149230957e-09,-0.0016037033441534732,0.0032605074483853967,40,15.968715876340866,0.05394203613573334,409600,532,1.777247916162014,0.2492919921875,336.32,0.00972327982283332,50.0
355.00000000000045,177.5,1.3411045074462891e-08,-0.0017116909322794527,0.003070446693664053,41,15.96871783733368,0.05488032183883769,419840,533,1.7805551275610925,0.24228515625,338.94,0.009265356006289948,47.50000000000001
325.0,168.25,4.097819328308106e-09,-0.0014683766807138455,0.0034723541323785413,42,15.96871691942215,0.054256191352731284,430080,533,1.7760267049074172,0.25546875,335.62,0.008028613606370527,25.0
325.0,158.25,-8.568167686462402e-09,-0.0015870370029006154,0.0034583219070611904,43,15.96871742606163,0.05617523367795334,440320,532,1.7689000353217126,0.2318115234375,331.24,0.007983261514891638,25.0
275.0,152.75,2.1979212760925294e-08,-0.0016004188106307992,0.003106217973652292,44,15.968717646598815,0.054473775675196526,450560,532,1.7629398941993712,0.2369384765625,330.63,0.009556631197483512,25.0
250.0,138.5,-1.0430812835693359e-08,-0.0017173285792523529,0.003304160908658105,45,15.968716895580291,0.04841321788242902,460800,532,1.7639107175171376,0.253076171875,328.18,0.006506704906223603,25.0
227.5000000000002,123.0,-7.82310962677002e-09,-0.0018560594086011405,0.004224605049034835,46,15.968714213371277,0.04935680598110355,471040,533,1.7685853645205498,0.29541015625,323.72,0.005603814100891213,0.0
200.0,98.25,-2.421438694000244e-08,-0.0018714692290814129,0.0035868254087631614,47,15.968716704845429,0.05271912112559679,481280,533,1.7768469534814357,0.279931640625,313.54,0.006206895540390178,0.0
200.0,108.5,3.7252902984619143e-10,-0.0013708444213989424,0.0025441405065066646,48,15.968717473745347,0.05380822356751258,491520,533,1.7673311144113542,0.2110595703125,318.44,0.009062972387619083,0.0
225.0,120.75,-3.3527612686157227e-09,-0.00174963714707701,0.0030537886352192344,49,15.968716514110564,0.04848784214498599,501760,533,1.779311468452215,0.2302490234375,325.08,0.0066791317733176925,25.0
275.0,139.75,-3.7252902984619143e-10,-0.0021326201007468627,0.002820064830075353,50,15.968717443943024,0.05384466821463033,512000,534,1.7754905737936497,0.2426513671875,333.06,0.00883992438457426,25.0
327.5000000000002,155.25,7.450580596923828e-09,-0.0018904598058725242,0.003241889871605963,51,15.968717688322068,0.05229779192024327,522240,534,1.7683692805469036,0.282666015625,339.71,0.00876548690830532,25.0
327.5000000000002,152.5,1.1175870895385742e-08,-0.00162327989237383,0.0030464261046631693,52,15.968717461824417,0.05145502210356027,532480,534,1.7727739840745926,0.242919921875,338.51,0.008144195362183382,25.0
350.0,151.5,-6.332993507385254e-09,-0.001397581343553611,0.002922258825685731,53,15.96871721148491,0.05213366872597709,542720,535,1.7833075560629368,0.2273193359375,332.67,0.005919468197862443,25.0
277.5000000000002,141.0,4.097819328308106e-09,-0.001547237572594895,0.0026333784724329235,54,15.968717616796493,0.05495161836123783,552960,535,1.7842467442154883,0.2388427734375,326.87,0.008076786337187513,25.0
275.0,140.0,-1.9371509552001954e-08,-0.002189137896129978,0.0032048911242895882,55,15.968717622756959,0.052390324498627884,563200,536,1.7849091045558452,0.2697998046875,321.32,0.00785359293267902,0.0
275.0,128.75,0.0,-0.00151246441200783,0.0024725124142378264,56,15.968717390298844,0.051296984023332895,573440,536,1.7819003582000732,0.2112060546875,322.32,0.007859041200481443,0.0
277.5000000000002,148.0,-8.940696716308593e-09,-0.001637788529478712,0.0027893819299038116,57,15.968717765808105,0.05618977347392286,583680,537,1.7713961862027645,0.231005859375,323.59,0.009927352342856466,0.0
400.0,158.75,2.6077032089233397e-09,-0.001833646847808268,0.002745028635735025,58,15.96871485710144,0.05418134429673225,593920,537,1.7750193983316422,0.2385498046875,328.27,0.007483949557752112,0.0
430.0000000000004,175.5,-2.123415470123291e-08,-0.0013201746663980885,0.0026032546518649723,59,15.968717736005782,0.054167943843429725,604160,537,1.7816190414130688,0.218212890625,332.35,0.008268616007262608,25.0
380.00000000000045,156.75,1.30385160446167e-08,-0.0017855261037766467,0.003504737889269904,60,15.968717700242996,0.05493048345086819,614400,537,1.782489051669836,0.2689208984375,330.17,0.008103242846573266,25.0
275.0,158.25,-1.2293457984924316e-08,-0.002447290979398531,0.003645157538528565,61,15.968717736005782,0.05482425426438002,624640,537,1.7713445216417312,0.285498046875,333.62,0.009021768299908218,25.0
277.5000000000002,156.75,-1.5273690223693846e-08,-0.0012152760245953687,0.0032008646716008117,62,15.968716204166412,0.0519356695041767,634880,533,1.7441528566181659,0.2566162109375,330.75,0.008279891242373338,22.500000000000007
402.5000000000002,177.5,-5.960464477539063e-09,-0.001282218967389781,0.0028147379007293694,63,15.968717926740647,0.05450964885044544,645120,532,1.7586927972733974,0.2054443359375,336.2,0.010172197163046803,25.0
425.0,176.75,-7.450580596923829e-10,-0.0017929820191056934,0.003035432681082284,64,15.968717777729035,0.05199212475320312,655360,529,1.76680044606328,0.2145263671875,333.21,0.008895530276640784,25.0
450.0,195.0,2.9802322387695312e-08,-0.0012603991202922772,0.002749630489313404,65,15.968717670440673,0.0538356341023276,665600,522,1.780619741976261,0.2082763671875,344.98,0.009255184606990952,50.0
405.00000000000045,173.0,1.825392246246338e-08,-0.0011664578334602993,0.0032220340186427166,66,15.968713402748108,0.050082496616425685,675840,521,1.7709526725113391,0.23955078125,338.27,0.006788430602114204,25.0
402.5000000000002,164.75,0.0,-0.0016557415525312535,0.003248381831970448,67,15.968717896938324,0.054262704504228286,686080,519,1.7831891253590584,0.2965087890625,336.3,0.008665720145654632,25.0
402.5000000000002,155.75,1.1175870895385742e-09,-0.0013113985027302989,0.002410763279581829,68,15.968717342615127,0.05105181043978001,696320,518,1.7834247574210167,0.1973388671875,327.38,0.008756845536572655,25.0
355.00000000000045,164.0,-8.568167686462402e-09,-0.0020261403667973356,0.003494263953245991,69,15.968717843294144,0.054877753099109916,706560,516,1.783019733428955,0.337451171875,330.57,0.009278064633826943,47.50000000000001
325.0,162.75,-1.9371509552001954e-08,-0.001971337010036223,0.002901723123218858,70,15.968717783689499,0.05428718747185022,716800,515,1.7799472592771053,0.2409423828125,330.56,0.009587115999602247,50.0
377.5000000000002,175.75,-9.313225746154785e-09,-0.001055505133626866,0.003330948654797794,71,15.968717753887177,0.055255392034984176,727040,514,1.779403843730688,0.24482421875,335.37,0.008091128957948968,50.0
300.0,166.0,-8.940696716308593e-09,-0.0019847937212034593,0.0030919576513099402,72,15.968717223405838,0.05322234170112385,737280,512,1.7803725145757199,0.2630126953125,335.0,0.008944874809299109,50.0
275.0,148.75,-7.450580596923829e-10,-0.0016538612289878074,0.0023637464324963277,73,15.968717533349992,0.051766187880355044,747520,511,1.7736965030431748,0.20029296875,324.64,0.008581005903397453,25.0
252.50000000000023,154.0,-2.3469328880310058e-08,-0.0012452985618438106,0.0026947642187977296,74,15.968717634677887,0.054268811123623174,757760,509,1.7478993900120259,0.215478515625,328.23,0.011348319222452118,47.50000000000001
275.0,166.75,-1.4901161193847657e-09,-0.0017393835976690752,0.002814946824838671,75,15.968717843294144,0.05405278338118354,768000,509,1.770523266494274,0.2481201171875,333.18,0.009135756517389381,50.0
300.0,172.5,5.587935447692871e-09,-0.002125712406996172,0.00274811000867885,76,15.968717193603515,0.052222157684157146,778240,507,1.7717223174870014,0.250830078125,342.63,0.007376675890373008,50.0
300.0,157.5,1.080334186553955e-08,-0.0013224682181316894,0.003500230489532896,77,15.968717569112778,0.053239016089719496,788480,506,1.7735689088702202,0.260546875,336.5,0.0082865997746012,25.0
307.5000000000006,133.75,9.313225746154785e-09,-0.0012264064705959754,0.0024860114299599446,78,15.968716287612915,0.0510342136008499,798720,506,1.756615161895752,0.2054931640625,322.78,0.0053184123608104985,25.0
277.5000000000002,125.0,2.905726432800293e-08,-0.0011544758890522644,0.0030926471265161127,79,15.968716967105866,0.05413332384836973,808960,505,1.7614027470350266,0.26103515625,318.71,0.00749003304767939,25.0
300.0,122.0,-1.3783574104309083e-08,-0.0015637824162695324,0.0029156395112295286,80,15.968717640638351,0.050074347283370034,819200,504,1.7738138765096665,0.23115234375,319.32,0.007908221108664293,22.500000000000007
277.5000000000002,132.75,8.195638656616212e-09,-0.0015943807044095592,0.002701237183396188,81,15.968717628717423,0.05272508113508071,829440,503,1.7794727064669131,0.2399169921875,324.47,0.007873971382923627,25.0
275.0,139.0,2.2351741790771484e-09,-0.0014823018915194552,0.0028020140872968115,82,15.968714052438736,0.05282260254796724,839680,502,1.7799037382006646,0.23427734375,322.06,0.00830569398445391,25.0
275.0,148.0,1.2665987014770507e-08,-0.0023842777492973253,0.0030248378106733755,83,15.968717843294144,0.05710323786665733,849920,501,1.7827298745512963,0.2873779296875,323.2,0.010505653622612954,25.0
300.0,156.25,-7.450580596923828e-09,-0.0010520061281567906,0.002630175756587505,84,15.968715566396714,0.05411510456016614,860160,500,1.7831376783549786,0.211181640625,324.59,0.0072451346274586825,25.0
275.0,136.25,-7.078051567077636e-09,-0.0010448574270412792,0.002364777545767538,85,15.96871445775032,0.051819178025253876,870400,500,1.780234804749489,0.2005859375,320.37,0.006890285979861232,25.0
275.0,125.25,9.685754776000977e-09,-0.0017977275027078576,0.003146349326118525,86,15.968716591596603,0.052712908181071806,880640,499,1.7784494161605835,0.2856689453125,318.26,0.007707661901361007,22.500000000000007
275.0,132.5,-2.6077032089233397e-09,-0.0017323437954473776,0.0026040177741208483,87,15.968717414140702,0.053599400033930066,890880,498,1.7652666456997395,0.232666015625,320.39,0.009717216393937633,22.500000000000007
277.5000000000002,146.0,2.6077032089233397e-09,-0.0015236599538184237,0.0026674641194631477,88,15.968716865777969,0.052475019515623555,901120,497,1.7725415907800197,0.241943359375,325.42,0.008100148588164302,25.0
325.0,158.75,-2.6077032089233397e-09,-0.001760118683159817,0.0032220121882346577,89,15.968717390298844,0.052404665100674486,911360,497,1.775905678421259,0.2660400390625,329.65,0.007847863221695662,25.0
327.5000000000002,142.25,3.725290298461914e-09,-0.001680039969687641,0.003434743018942754,90,15.96871766448021,0.05305684384172622,921600,496,1.7780129864811898,0.2888427734375,327.51,0.007530025032338017,25.0
375.0,155.0,-4.470348358154297e-09,-0.0010123352854861877,0.002030287861975921,91,15.968717741966248,0.05596033167603833,931840,495,1.778818065673113,0.1971923828125,336.69,0.00917501325457124,25.0
327.5000000000002,166.0,4.097819328308106e-09,-0.0012120449613576057,0.002427228132694381,92,15.968717753887177,0.054200205736812744,942080,495,1.7722550384700297,0.190234375,344.44,0.011003495872137137,25.0
327.5000000000002,177.75,1.1548399925231934e-08,-0.0018026976165856467,0.0029545966644718646,93,15.968717730045318,0.05372915398982053,952320,494,1.778599850088358,0.2610107421875,343.97,0.009073170996452972,25.0
302.5000000000002,173.25,2.6077032089233397e-09,-0.0013617824402899713,0.002848806433360096,94,15.968717485666275,0.05266235083833822,962560,493,1.7853507362306118,0.245361328125,344.35,0.007592109691177029,25.0
275.0,142.0,2.6077032089233397e-09,-0.0014288072030467446,0.0026165999529951024,95,15.968717485666275,0.053853125936692,972800,493,1.778243138641119,0.2283203125,327.92,0.00720725593610041,25.0
300.0,147.5,-9.313225746154785e-09,-0.0015932651293042,0.0024701257872379754,96,15.968716949224472,0.05459168017045625,983040,492,1.7803983144462108,0.2301025390625,327.34,0.009092328047304931,25.0
300.0,160.5,-5.960464477539063e-09,-0.0015800914447027027,0.002652616374484751,97,15.96871783733368,0.05270317344323734,993280,492,1.7705325230956077,0.224267578125,332.54,0.010353893482169951,25.0
380.00000000000045,182.5,5.960464477539063e-09,-0.002099731197449728,0.002954718225663555,98,15.968717741966248,0.05498901147366704,1003520,491,1.757668951153755,0.2797119140625,340.77,0.00868468863554881,25.0
305.00000000000045,180.25,3.054738044738769e-08,-0.0008940928339143284,0.002249473329257512,99,15.968717330694199,0.052917865320009916,1013760,491,1.775112447887659,0.192333984375,341.93,0.009857526652285741,50.0
330.0000000000004,181.5,9.313225746154785e-09,-0.0012634825026907493,0.002707904769306424,100,15.968717432022094,0.05191018597168212,1024000,490,1.7757567882537841,0.2236083984375,345.02,0.008301404732492301,50.0
275.0,160.75,2.9802322387695314e-09,-0.0015285080578905763,0.0021988079945458594,101,15.968717867136002,0.05368875680444245,1034240,490,1.7779417872428893,0.206396484375,332.31,0.00854089271160774,47.50000000000001
300.0,178.75,-6.332993507385254e-09,-0.0016028015295887598,0.0020312932046408607,102,15.96871775984764,0.05346899070722435,1044480,489,1.7745835445821285,0.1886474609375,336.12,0.011281597092784068,50.0
300.0,174.75,-7.82310962677002e-09,-0.0015981587566784583,0.0023736119604109264,103,15.968717533349992,0.05260163630886998,1054720,489,1.7566706895828248,0.206005859375,331.79,0.011179948937206063,47.50000000000001
327.5000000000002,203.5,-4.8428773880004884e-09,-0.001158860381838167,0.0023094506275924687,104,15.968717962503433,0.05715987763051221,1064960,488,1.766661024093628,0.208642578125,343.39,0.01212710564286681,50.0
427.5000000000002,211.0,-2.9802322387695312e-08,-0.0016177228128071875,0.0027677304396320325,105,15.968717944622039,0.05401144415511383,1075200,488,1.7735698886215687,0.2421630859375,345.08,0.010140023176791146,50.0
452.50000000000017,210.0,-1.601874828338623e-08,-0.0011993599062407156,0.0024005200267936287,106,15.96871787905693,0.05305380343767772,1085440,487,1.7728234082460403,0.2240478515625,350.46,0.008742582029844926,75.0
312.5000000000011,174.25,1.3411045074462891e-08,-0.0016562446689931676,0.0029510852580131087,107,15.96871621608734,0.05125868942562637,1095680,486,1.7737556986510754,0.2717529296875,338.08,0.006736396293724312,47.50000000000001
250.0,140.75,2.6077032089233397e-09,-0.0011728644534741762,0.00287362500381505,108,15.968716567754745,0.053102568447729814,1105920,486,1.7703260704874992,0.269580078125,328.19,0.007301557718993479,25.0
250.0,112.25,3.3527612686157227e-09,-0.0011511215700011235,0.002407535734164412,109,15.968717056512833,0.05071264420775105,1116160,486,1.7679251931607722,0.2228759765625,316.59,0.007032144036293176,0.0
250.0,120.75,-4.097819328308106e-09,-0.0020598874300048918,0.0030533040448972315,110,15.968717610836029,0.05394231910124161,1126400,485,1.7824158430099488,0.2908447265625,320.93,0.0082278736367698,0.0
250.0,122.5,-1.1175870895385742e-09,-0.001426100276876241,0.002496184769847787,111,15.968716478347778,0.05006357402022107,1136640,485,1.7716139189898967,0.2357177734375,321.44,0.006011313681631237,25.0
227.5000000000002,121.25,-3.7252902984619143e-10,-0.002019757567177294,0.0032543795841434076,112,15.968716776371002,0.05106660926277843,1146880,484,1.7764751017093658,0.2850830078125,321.83,0.00668051953698523,25.0
290.0000000000013,131.75,0.0,-0.0011296301447146107,0.002395345210732103,113,15.968716704845429,0.05283452419020227,1157120,484,1.7805114336311818,0.2248779296875,323.36,0.006743365483657726,25.0
227.5000000000002,116.25,-2.6077032089233397e-09,-0.0022612193184613715,0.0028962238829649324,114,15.968716269731521,0.05005537585043881,1167360,483,1.7718633085489273,0.26826171875,320.28,0.00568013478353393,25.0
230.0000000000004,121.25,-1.7508864402770997e-08,-0.0020269214401196223,0.0035274208918593787,115,15.96871697306633,0.050269775595880806,1177600,483,1.7728160843253136,0.279443359375,321.63,0.0074535107163683275,25.0
252.50000000000023,118.5,-5.215406417846679e-09,-0.0015607162338710622,0.0028060567183160858,116,15.968717485666275,0.05290706501512952,1187840,482,1.7841374531388283,0.24453125,327.62,0.00756114963469372,22.500000000000007
275.0,133.75,-4.246830940246582e-08,-0.00154572232204373,0.002825689960445743,117,15.96871758699417,0.05422038756360288,1198080,482,1.7751153871417045,0.254736328125,330.68,0.00830198861676763,25.0
377.5000000000002,163.25,-1.1548399925231934e-08,-0.0023830652786273276,0.003544938577817902,118,15.96871766448021,0.0547308001964026,1208320,482,1.7770713716745377,0.324853515625,334.05,0.009181288682884769,25.0
527.5000000000002,193.25,-2.9802322387695314e-09,-0.0014999578892457067,0.0023606276854138742,119,15.968717741966248,0.055645454753593726,1218560,481,1.7624940425157547,0.2006103515625,333.78,0.011089226433250587,25.0
500.0,202.5,5.215406417846679e-09,-0.001372995712881675,0.0022177135841076278,120,15.968717634677887,0.05429068615240875,1228800,481,1.7684590995311738,0.2162841796875,332.2,0.009180660905440164,47.50000000000001
427.5000000000002,188.75,-4.470348358154297e-09,-0.0012289721322304103,0.002310860916406909,121,15.968717777729035,0.055356013113230684,1239040,481,1.7664282828569413,0.2139892578125,330.4,0.008995353067530232,47.50000000000001
277.5000000000002,145.25,1.6763806343078613e-08,-0.002055092254158808,0.003335451954023938,122,15.96871725320816,0.04886318920501316,1249280,480,1.779981517791748,0.29970703125,321.75,0.006433134939061347,25.0
250.0,130.5,1.4901161193847657e-09,-0.001237332528398838,0.0024912136124953578,123,15.968717402219772,0.053766884115836945,1259520,480,1.7767778500914573,0.2307861328125,322.71,0.00732704571278191,25.0
255.00000000000043,133.75,1.2293457984924316e-08,-0.0016071877464128193,0.0029348704418794115,124,15.96871758699417,0.05309042974271784,1269760,480,1.781744769215584,0.2681884765625,329.07,0.008681529983914516,22.500000000000007
257.5000000000006,140.75,5.215406417846679e-09,-0.0018277486244187458,0.0025042107363589137,125,15.968716788291932,0.05275907358508557,1280000,479,1.7735345609486104,0.2348388671875,332.77,0.00884304376113505,25.0
325.0,155.0,1.9744038581848144e-08,-0.0018966089777677554,0.0027606988182469648,126,15.96871758699417,0.05558220071017846,1290240,479,1.7810086227953434,0.2703125,335.31,0.00868268172198441,25.0
277.5000000000002,148.75,-1.862645149230957e-09,-0.0017952383615920553,0.0027990661517264927,127,15.968717527389526,0.05141800092652908,1300480,478,1.7861649058759212,0.2447998046875,333.25,0.008300223978380927,25.0
500.0,177.5,-2.1979212760925294e-08,-0.0016939331515459343,0.0023329732194611098,128,15.968717449903489,0.05565593706915439,1310720,478,1.777217908203602,0.23701171875,335.32,0.009328783649311844,25.0
502.5000000000002,187.25,-2.6822090148925782e-08,-0.0008990114583866671,0.0020424303917650375,129,15.968717646598815,0.05339445176943027,1320960,478,1.7863721564412116,0.2107177734375,337.37,0.00872802683907139,25.0
502.5000000000002,184.75,1.1920928955078126e-08,-0.001296845437173033,0.0025378324953607033,130,15.968717789649963,0.05323763952125491,1331200,478,1.7845477163791656,0.2247802734375,338.19,0.008434647096146363,25.0
250.0,148.25,-2.123415470123291e-08,-0.0013693418957700487,0.0022594027767127043,131,15.968710213899612,0.05140443273670431,1341440,478,1.7793033450841904,0.236767578125,331.37,0.0074324545864314475,25.0
225.0,109.5,2.6822090148925782e-08,-0.0012101235741283744,0.0025375527636924745,132,15.96870983839035,0.051987653468407294,1351680,477,1.7772158168256282,0.240234375,319.06,0.0059494819232355665,22.500000000000007
227.5000000000002,113.0,-1.5273690223693846e-08,-0.0013940761720732553,0.0027122761775615345,133,15.968717032670975,0.052822968510632104,1361920,477,1.778237023204565,0.266455078125,314.46,0.0067288769415654315,0.0
252.50000000000023,121.25,-1.9371509552001954e-08,-0.001624807122425409,0.0024916392212674054,134,15.968717730045318,0.05358405029543711,1372160,477,1.7759343810379504,0.2467529296875,313.81,0.008109054918486435,25.0
325.0,140.5,4.470348358154297e-09,-0.0007726049698248971,0.001950815502914338,135,15.96871708035469,0.053989789086304654,1382400,477,1.7724889852106571,0.17822265625,318.5,0.008788213985042148,25.0
325.0,156.5,-3.3527612686157227e-09,-0.0012366556919005233,0.002311526986954959,136,15.968717634677887,0.053835290182562764,1392640,476,1.7777160488069057,0.2102783203125,325.36,0.009660083202652459,25.0
377.5000000000002,176.25,-1.1175870895385742e-09,-0.0011286473494692474,0.00223023716332591,137,15.968717414140702,0.053937883912636174,1402880,476,1.7799390070140362,0.221435546875,336.57,0.009529009284642597,25.0
