frames,explained_variance,fps,policy_loss,value_loss,epoch_idx,PMM:episode_rewards,P09:episode_rewards,policy_entropy,advantage_norm,episode_length,P01:episode_rewards,grad_norm
152000,0.8139336377382278,465,-0.004170564403975732,0.0149408639583271,19,1.93,6.0,1.331259229183197,1.2612643560767174,201.37,0.0,0.37999702711434935
160000,0.8685310876369476,469,0.0014070895911208936,0.00930728823877871,20,2.16,6.0,1.3563869559764863,1.1210799938440323,212.43,0.0,0.2535148863528855
168000,0.9304671376943588,471,0.0002145179218496196,0.0064937198301777245,21,2.36,6.0,1.3424495148658753,0.9228597003221511,219.92,0.0,0.22345109668157942
176000,0.9273961770534516,474,-0.000364530507940799,0.00758628077339381,22,2.63,8.100000000000009,1.3478638768196105,1.0226555478572845,226.53,0.0,0.24533452156958294
184000,0.9542029416561126,476,-0.000860569317592308,0.004984701363136992,23,2.27,6.0,1.345999767780304,0.8211648741364479,212.49,0.0,0.19920901088691678
192000,0.9218961268663406,478,4.073884134413674e-05,0.006020626834360883,24,2.08,5.0,1.3450908863544464,0.9037884184718132,207.92,0.0,0.21299403240820378
200000,0.9338008379936218,480,-0.001979489800869487,0.006918128295219503,25,2.19,5.1000000000000085,1.3402195370197296,0.9589326468110084,211.33,0.0,0.24687351358596107
208000,0.9642583584785461,482,-0.0009345677198143676,0.004226523976394674,26,2.17,5.1000000000000085,1.3392053377628326,0.7242640051245689,209.85,0.0,0.18639509367976426
216000,0.9363888722658157,484,2.600511070340872e-05,0.005783126986934803,27,2.09,5.1000000000000085,1.3482691502571107,0.888805744946003,206.36,0.0,0.21702812009106542
224000,0.8883851778507232,489,-5.344574572518468e-05,0.005038607374881394,28,1.76,5.0,1.3372276103496552,0.79879139482975,196.69,0.0,0.20627629563935723
232000,0.959584743976593,496,-0.0011740276587079278,0.004237996088922955,29,1.95,5.0,1.3429750645160674,0.7370875222980976,202.83,0.0,0.1899181351991612
240000,0.968571988940239,501,-4.147427855059505e-05,0.0032055775122717023,30,2.21,6.1000000000000085,1.3514252603054047,0.6619330081343651,209.98,0.0,0.16004973863555347
248000,0.9459625434875488,506,-0.0016125580502557569,0.004319834347988945,31,2.05,5.0,1.3487960743904113,0.7129015406966209,206.79,0.0,0.17939998073265762
256000,0.9488462102413178,508,8.27580873738043e-05,0.004757035013171844,32,2.09,5.0,1.354227776527405,0.775815455019474,210.9,0.0,0.18777591009764955
264000,0.9438360697031021,510,-0.0012930222286377101,0.005008528190664947,33,1.67,5.0,1.354415191411972,0.7585130895674229,193.63,0.0,0.18686083204692877
272000,0.9475366789102554,512,-0.0014781042467075167,0.004614671177987475,34,2.37,9.0,1.3226837384700776,0.7587735310196877,211.57,0.0,0.18575900369354198
280000,0.9620678794384002,514,-0.000606879267434124,0.0031951345957349987,35,2.13,9.0,1.3648227906227113,0.6215110759437085,204.35,0.0,0.1501779150244781
288000,0.9496067601442337,515,-0.0006407799682347104,0.0044459525868296625,36,1.71,5.0,1.3575727689266204,0.7508574533462524,194.83,0.0,0.18105943639493988
296000,0.9537377589941025,516,-0.0007999986349022947,0.004909004761429969,37,1.72,5.0,1.3494956421852111,0.7659407202899456,195.65,0.0,0.17274675587372143
304000,0.9502187955379486,516,-0.0005365957657340914,0.004992724458570592,38,2.43,6.0,1.3510451269149781,0.8043680569529533,218.8,0.0,0.18652696010810424
312000,0.9663158565759659,512,-0.0006360080679587555,0.003998300074599683,39,2.6,9.0,1.3511555409431457,0.6960435810685158,221.68,0.0,0.16998004111259923
320000,0.9723481774330139,508,-0.0014526304311584682,0.002778684023214737,40,2.32,9.0,1.351955828666687,0.6021471533179283,212.18,0.0,0.14040369180520323
328000,0.9708335101604462,506,-0.0008375999173222226,0.003427598589914851,41,2.2,5.1000000000000085,1.3529841566085816,0.6645981550216675,210.3,0.0,0.1569974717073721
336000,0.9596517509222031,504,-0.0012988353517721406,0.0037003807196742855,42,2.16,6.300000000000026,1.3522128689289092,0.6973573178052902,206.95,0.0,0.16474482759163778
344000,0.9654833108186722,499,-0.0004902389089124881,0.003108982798876241,43,2.22,9.0,1.3559131968021392,0.6226810532808303,208.19,0.0,0.14166496928119188
352000,0.9217080175876617,493,-0.0020408994840727247,0.005523802172974684,44,2.06,5.1000000000000085,1.3673326349258423,0.7814657998085022,203.25,0.0,0.20367753429613844
360000,0.9430859345197677,478,-0.0008218798865891586,0.00582958014041651,45,2.07,6.0,1.357176295518875,0.8806852188706398,204.67,0.0,0.1989093959562549
368000,0.9461611485481263,470,-0.0004560466323164292,0.0049521039245883,46,2.28,6.0,1.366902037858963,0.7840612316131592,213.06,0.0,0.18021678081886425
376000,0.8860358935594559,462,-0.0013910874479915946,0.007772468568291515,47,2.53,5.1000000000000085,1.3659200406074523,0.9946574124693871,222.82,0.0,0.23767044628469308
384000,0.8563613694906235,456,0.0012800974602578208,0.01036715115304105,48,2.07,5.0,1.3682187950611115,1.198362609744072,206.28,0.0,0.28182602750980024
392000,0.9605299466848374,451,-0.001238105077209184,0.004328222559415736,49,2.15,5.0,1.3633115816116332,0.7332289797067643,207.87,0.0,0.17729925269696462
400000,0.9647738581895828,446,3.4645763225853446e-05,0.0034364792561973447,50,2.01,5.0,1.3543299174308776,0.659129769206047,201.96,0.0,0.14956084907322398
408000,0.887018501162529,441,-0.004314195942424703,0.010391995669342577,51,2.01,5.0,1.366762901544571,1.1337865886092187,201.23,0.0,0.30746274793809214
416000,0.851757925748825,436,-0.0008417636505328119,0.009016724863322452,52,1.86,5.0,1.3636758351325988,1.1096550926566124,197.09,0.0,0.2570242296700853
424000,0.9366812324523925,431,-7.260169950313866e-05,0.00574842207483016,53,1.95,6.0,1.3580586636066436,0.864930571615696,199.28,0.0,0.19845328299586787
432000,0.9541215628385544,426,-0.0008233930086862528,0.005837515380699187,54,2.35,6.1000000000000085,1.3536974120140075,0.8815194085240364,214.66,0.0,0.20731867741232082
440000,0.9414576923847199,422,-0.00023002648318652064,0.006224807631806471,55,2.73,8.100000000000009,1.357150491476059,0.8848304572701454,227.79,0.0,0.1971935480683847
448000,0.9220912104845047,418,-0.001174272315984126,0.007113101803697646,56,2.42,6.1000000000000085,1.3652469217777252,0.9969042357802391,219.61,0.0,0.2335716211852077
456000,0.8969784021377564,415,0.00043782357271993533,0.008468202856602148,57,2.3,6.0,1.3607211911678314,1.08248297393322,213.53,0.0,0.25633417281679327
464000,0.9117998725175858,411,-0.0019242817829945125,0.008634231853066013,58,2.56,6.0,1.3596070551872252,1.09982512652874,226.21,0.0,0.25794903447752116
472000,0.8720160263776779,408,-0.0016472757037263364,0.011805892711272463,59,2.67,6.0,1.3500627386569977,1.298997323513031,229.81,0.0,0.3471357584455675
480000,0.8754678505659104,405,-0.003909059037978295,0.009197166736703366,60,2.93,6.0,1.3204408717155456,1.111036961376667,236.5,0.0,0.26347982423129995
488000,0.8894916242361068,402,-0.0015171482489677146,0.01044012994156219,61,3.0,7.1000000000000085,1.2996855413913726,1.177240779697895,237.49,0.0,0.30237101873282346
496000,0.9211728948354722,400,-0.0017208891874179245,0.008198298093047925,62,3.37,9.0,1.2992101168632508,1.0567212072014809,247.0,0.0,0.25261865794541033
504000,0.8897831773757935,397,-0.0031162775357370266,0.009219514987780713,63,3.54,9.0,1.3392270410060882,1.1422041580080986,252.93,0.0,0.2881552293578472
512000,0.7576814651489258,394,-0.006893638921756064,0.018085253641474994,64,3.16,7.1000000000000085,1.3044825994968414,1.6015937340259552,237.86,0.0,0.4464894985704791
520000,0.8765919411182403,391,-0.0038032551482319833,0.01154538787319325,65,2.99,7.1000000000000085,1.2903037905693053,1.237951645553112,235.21,0.0,0.3381512785577471
528000,0.8800936841964722,389,-0.003215957840438932,0.009697260127868503,66,3.13,7.1000000000000085,1.3092881071567535,1.164276422560215,241.08,0.0,0.2922936857295156
536000,0.9194633662700653,386,-9.285075648222119e-05,0.006778241489082575,67,2.91,8.100000000000009,1.3265022349357605,0.9541944137215614,235.98,0.0,0.24655481638659804
544000,0.8837518155574798,384,-0.0033872078992499156,0.010301012778654695,68,2.73,6.0,1.3150839698314667,1.1931560871005058,228.87,0.0,0.3321793391844563
552000,0.9074154329299927,383,-0.0024857201977283696,0.00912808817345649,69,2.9,7.200000000000017,1.3350815296173095,1.1393079626560212,232.97,0.0,0.286430544681714
560000,0.919432664513588,381,-0.0010155547798785846,0.007622507356572896,70,3.21,9.0,1.3414361202716827,1.0464782068133354,243.65,0.0,0.2426685927547821
568000,0.9294433170557022,379,-0.0007071201214421308,0.006201278571970761,71,2.61,7.0,1.342896398305893,0.9218837541341781,223.72,0.0,0.21578132012845175
576000,0.8910289013385773,377,-0.0009394602567772381,0.00994906593230553,72,2.82,8.100000000000009,1.322962566614151,1.1784557989239692,228.2,0.0,0.26638775097776196
584000,0.898485832810402,375,-0.0034350616950541736,0.010791637462098151,73,3.17,9.0,1.336511300802231,1.2480892062187194,238.86,0.0,0.3065705368699967
592000,0.8462324911355972,375,-0.0015136760513996706,0.014261359394295141,74,3.44,9.0,1.3157632422447205,1.4250129422545432,247.37,0.0,0.3642631446563081
600000,0.9085463678836823,374,-0.0020295861836348195,0.009238121287198737,75,3.12,6.0,1.3211804664134978,1.1485133388638495,239.64,0.0,0.2782575705012458
608000,0.8682146751880646,373,-0.0013489885532180779,0.012509169043041765,76,3.09,6.1000000000000085,1.311652467250824,1.350554330945015,239.65,0.0,0.35051804249359253
616000,0.87556032538414,372,-0.001268667383119464,0.00960902811260894,77,3.35,7.1000000000000085,1.314423679113388,1.1852662724256515,249.29,0.0,0.2852213102342831
624000,0.8823863023519516,371,-0.0014973713620565832,0.010284933877410368,78,3.46,8.0,1.3240402030944824,1.2095561730861664,251.99,0.0,0.29954304858273845
632000,0.8700373578071594,369,-0.0012607885099714623,0.011180953972507268,79,3.05,6.0,1.3361517524719237,1.2622453111410141,236.13,0.9000000000000004,0.35143117848350114
640000,0.9054694950580597,368,-0.0026173123114858754,0.00944291599211283,80,3.27,7.0,1.323275375366211,1.1727375394105912,246.27,0.0,0.3195762408984191
648000,0.9062718278169632,367,-0.0009833842984517105,0.008486483423039317,81,3.06,7.0,1.325067673921585,1.111661497950554,239.28,0.9000000000000004,0.2683141905120379
656000,0.8524358826875686,366,-0.005484840374701889,0.013701379545964301,82,3.55,7.0,1.318950046300888,1.437117025256157,260.91,0.0,0.4194629734726444
664000,0.881740870475769,366,-0.004004875454702414,0.010892037663143127,83,3.34,6.1000000000000085,1.3038704824447631,1.2662294173240662,251.74,0.9000000000000004,0.32810708410175016
672000,0.8658626401424407,365,-0.001916045320685953,0.0130019880249165,84,3.58,6.1000000000000085,1.297486470937729,1.3735069251060485,258.99,1.0,0.3559003946981666
680000,0.9148531329631805,364,-0.002491459104930982,0.008492903782753273,85,3.57,6.200000000000017,1.3074825298786164,1.1219897753000259,254.76,1.0,0.2704474515566618
688000,0.8951029932498932,363,0.0003734843798156362,0.009287250265479087,86,3.93,9.0,1.3151397609710693,1.1597166502475738,271.95,1.0,0.2776322169381826
696000,0.8676492547988892,362,-0.004011509619303979,0.012087399694137276,87,4.43,9.100000000000009,1.3086455762386322,1.3558859574794768,293.39,1.0,0.3442825840784412
704000,0.9107538884878159,362,-0.0024644989645457825,0.008591307925526053,88,4.28,9.0,1.3099863052368164,1.1244449198246003,289.46,0.9000000000000004,0.2594953017402445
712000,0.8780053794384003,361,-0.006064415217842907,0.01323878379771486,89,4.12,9.0,1.2897544181346894,1.4038118839263916,284.15,1.0,0.3650198072165216
720000,0.8533547407388687,360,-0.0013109006083686836,0.01199608548078686,90,3.93,7.0,1.2810215437412262,1.3309382802248002,274.26,1.0,0.3502401218124461
728000,0.9141918200254441,359,-0.004203860361303669,0.009863843247294425,91,4.28,9.0,1.2925552105903626,1.205397520661354,281.17,1.0,0.31373382452904025
736000,0.8716155087947846,359,-0.0047038534400053325,0.012358823341783136,92,4.49,9.0,1.2808567845821381,1.3594281697273254,284.79,1.0,0.3649148922545586
744000,0.8430056691169738,358,-0.005309730428270995,0.01620851961430162,93,4.51,10.0,1.2629808390140533,1.556677770614624,283.0,1.0,0.4812448996672841
752000,0.8927563881874084,358,-0.0016230395896127446,0.010665672579780221,94,5.06,10.0,1.301156381368637,1.257532511949539,305.72,1.0,0.32895168508312295
760000,0.8297568577528,357,-0.0021599480595614296,0.01664140890352428,95,5.25,10.0,1.283361827135086,1.5872792720794677,310.09,1.0,0.43200663286829005
768000,0.8346269243955612,357,-0.005989604777423665,0.017160133155994118,96,5.7,10.0,1.2654622769355774,1.6150126886367797,326.48,1.9000000000000004,0.44095079319226277
776000,0.8522904604673386,356,-0.002515206248499453,0.016201314670033752,97,5.79,10.0,1.2619926071166991,1.5625716680288315,331.03,2.0,0.4472596539609887
784000,0.8324896746873856,356,-0.005348823377498774,0.016116490494459866,98,5.68,10.0,1.2568624675273896,1.579756486415863,319.96,2.9000000000000004,0.44582293167862913
792000,0.8100723928213119,355,-0.00661469017417403,0.01760937605518848,99,5.91,10.0,1.2469750666618347,1.6296232157945634,328.49,3.0,0.5130339487460122
800000,0.8110187125205993,355,-0.006928707681363448,0.016416640686802566,100,6.07,10.0,1.1668921214342118,1.5775461828708648,328.37,3.0,0.5675967763059622
808000,0.8012187623977661,354,-0.0032203350035706537,0.018733553793281316,101,6.34,11.0,1.1965411841869353,1.679120626449585,335.31,3.0,0.5136678265015118
816000,0.8306037223339081,354,-0.0053750417503761125,0.016271479767747222,102,7.03,12.100000000000009,1.1838931667804717,1.5662556022405625,350.06,3.0,0.5546234751541872
824000,0.8416825205087661,353,-0.004719522062805482,0.017112043390516193,103,7.12,13.0,1.2398736786842346,1.597253499031067,352.08,3.0,0.4833669048157828
832000,0.816701027750969,353,-0.00723839650163427,0.01857643172610551,104,7.42,13.100000000000009,1.1958911633491516,1.6684876817464829,356.95,3.0,0.536193596435195
840000,0.697826686501503,352,-0.010479530844140755,0.03872706683818251,105,7.63,13.100000000000009,1.1082671131193638,1.952734694480896,361.89,3.0,0.8998263416862256
848000,0.7990615892410279,352,-0.0025712495332118122,0.016941462233662604,106,7.71,13.0,1.2142439329624175,1.5697169780731202,359.48,3.0,0.4263870869232402
856000,0.8335612720251083,352,-0.0049738903879188,0.016333303237333893,107,8.08,14.0,1.253243818283081,1.5797485506534577,372.59,3.0,0.44025950272278463
864000,0.8377249407768249,351,-0.0037265752727398647,0.015130190593190491,108,8.2,14.0,1.2528633105754852,1.5232540154457093,376.05,3.9000000000000004,0.43222193002060444
872000,0.8114257472753524,351,-0.008148718325537629,0.01920775115955621,109,8.05,13.0,1.2093051290512085,1.717058835029602,379.86,4.0,0.5191293818124262
880000,0.7905349051952362,351,-0.00767353384726448,0.0205201967805624,110,8.2,13.0,1.1392228084802627,1.7757676696777345,387.44,4.0,0.6128252943572045
888000,0.8322394967079163,350,-0.006207068611402065,0.016766547048464416,111,7.96,13.0,1.1886731231212615,1.5968784683942794,392.08,4.0,0.4877813968364035
896000,0.7611005234718323,350,-0.001877694355789572,0.02119261157233268,112,7.97,13.0,1.173355678319931,1.8041957128047943,390.4,4.0,0.5063910901894747
904000,0.7856355786323548,350,-0.008415044406428934,0.019824024979025124,113,8.49,13.100000000000009,1.1541970705986022,1.7437322962284088,407.2,4.0,0.533393867315508
912000,0.7928243792057037,349,-0.00690070102311438,0.0194301424222067,114,8.96,14.0,1.1353010773658752,1.721713182926178,419.51,4.0,0.5069069692761654
920000,0.7845044457912445,349,-0.0057886841776780785,0.019719989602454007,115,9.4,14.0,1.127181594967842,1.7238785672187804,434.63,5.0,0.536813427474686
928000,0.7669917672872544,349,-0.0038448961556423454,0.018227477492764592,116,9.81,14.100000000000009,1.0633429896831512,1.6704246723651885,439.15,5.0,0.5485997001914997
936000,0.7735871571302414,348,-0.01155514837562805,0.02190381906926632,117,10.39,16.0,1.028782912492752,1.8187945652008057,456.6,5.0,0.6147475933017036
944000,0.7523361605405807,348,-0.004525300405075541,0.021722974446602164,118,10.65,16.0,1.0252938604354858,1.8162518507242202,471.82,5.9,0.5362332467119174
952000,0.7862870424985886,348,-0.004639116631733486,0.01837581807281822,119,10.83,16.0,1.1200128924846648,1.6761182296276091,473.63,5.0,0.5000618353622367
960000,0.7645218306779862,347,-0.012364067109010647,0.025035909134894608,120,11.08,16.10000000000001,1.1482929408550262,1.9601257073879241,483.63,5.0,0.6997463526931614
968000,0.7580265808105469,347,-0.005088955928513315,0.02188796316739172,121,11.27,16.0,1.108741289973259,1.816887903213501,485.35,5.9,0.5502176305754913
976000,0.7734411245584488,347,-0.006644470568280667,0.019467365038581194,122,11.55,16.10000000000001,1.2146129310131073,1.704700576066971,498.57,6.0,0.5280676221419733
984000,0.7681052142381668,346,-0.005501537443487905,0.020663603036664428,123,11.25,16.10000000000001,1.2061348521709443,1.7495839023590087,479.47,5.0,0.606082548165497
992000,0.7658088654279709,346,-0.010876662480877713,0.020294151306152343,124,10.85,16.0,1.187960571050644,1.753324275612831,462.32,5.0,0.5833061116825702
1000000,0.7377796494960784,346,-0.004119189032935538,0.021170924729667605,125,10.48,15.0,1.1890151178836823,1.7804193621873856,452.58,5.0,0.6689037984721147
1008000,0.7523756814002991,345,-0.011387712240975815,0.02270554916933179,126,10.41,16.0,1.1498824495077133,1.8506910729408264,444.89,5.0,0.6698263050589871
1016000,0.7568376225233078,345,-0.002119885488646105,0.020166622195392846,127,10.18,15.100000000000009,1.090495883822441,1.7483889526128769,442.18,5.0,0.48594728120143055
1024000,0.7591572219133377,345,-0.00658186414046213,0.021340680825524032,128,10.72,16.0,1.1573299646377564,1.793133066892624,455.25,5.0,0.527297882564579
1032000,0.7613809096813202,345,-0.008099463001417461,0.0208432356454432,129,11.14,16.10000000000001,1.132703629732132,1.7754246044158934,474.01,6.0,0.5452097184262327
1040000,0.7491592544317246,345,-0.0048408408073009924,0.022574168755672874,130,11.55,17.0,1.1158919686079025,1.8424743849039078,486.76,6.0,0.5955455775731765
1048000,0.7645930129289628,344,-0.006863799038401339,0.022186128674075007,131,12.15,18.0,1.1346349442005157,1.8323048776388169,502.39,7.0,0.6015111177936127
1056000,0.779662498831749,344,-0.006661940792691894,0.019653157787397502,132,12.57,18.10000000000001,1.1595977586507797,1.7368579697608948,518.27,7.0,0.5356535111040016
1064000,0.8014279288053513,344,-0.007021687814012694,0.020692233592271805,133,13.02,18.10000000000001,1.1628385651111603,1.789232897758484,530.86,7.0,0.5452324039546143
1072000,0.776928778886795,344,-0.001927491899114102,0.019462708765640855,134,12.61,18.10000000000001,1.157363576889038,1.723787744641304,516.76,7.0,0.5150763209642851
1080000,0.7575289326906204,343,-0.0067993333766935395,0.023655596673488617,135,12.44,18.0,1.1653730511665343,1.896350883245468,512.55,7.0,0.5765633086586689
1088000,0.7798834627866745,343,-0.006455954044795363,0.023453459311276674,136,12.63,18.10000000000001,1.1696032726764678,1.897197562456131,523.05,7.0,0.5884393044505392
1096000,0.7542468011379242,343,-0.007672869923408143,0.023702871473506092,137,12.74,18.0,1.092567599415779,1.8938594996929168,526.5,7.0,0.6215815866244548
1104000,0.7114609521627426,343,-0.0081084316840861,0.024957529460079966,138,13.7,20.0,1.0029702109098435,1.9529229402542114,544.27,7.0,0.5764781709850026
1112000,0.720167264342308,343,-0.003397118173306808,0.02640216389670968,139,13.76,20.0,1.0857843673229217,1.9978624737262727,541.45,8.0,0.6653493714883453
1120000,0.7734915113449097,343,-0.003692596211330965,0.02166659601032734,140,14.08,21.0,1.1237191766500474,1.8188758492469788,552.29,8.0,0.5642769316199359
1128000,0.7070885920524597,342,-0.0018122519624921552,0.026644157222472133,141,14.49,21.0,1.1252111929655075,2.0126927042007448,564.42,8.9,0.686448511560856
1136000,0.7407704937458038,342,-0.011897148821153678,0.026525797583162786,142,15.16,21.0,1.1411713361740112,2.0207242608070373,575.16,9.0,0.6404434360534281
1144000,0.7381693953275681,342,-0.008024311367189512,0.025487990016117693,143,15.47,21.10000000000001,1.1233360052108765,1.9758724284172058,577.7,9.9,0.6528244726521614
1152000,0.7438042068481445,342,-0.0069534821143679435,0.02425602613016963,144,15.52,21.10000000000001,1.1045036375522614,1.9216440272331239,580.95,10.0,0.5793645208663569
1160000,0.765467129945755,342,-0.00954697178560309,0.027015726445242763,145,14.84,21.0,1.112056781053543,2.0344095277786254,569.61,10.0,0.643244885983427
1168000,0.6870500612258911,342,-0.010979448644793593,0.03005511123687029,146,15.77,22.200000000000017,1.0499780470132827,2.1186657798290254,578.21,10.0,0.7120273399489663
1176000,0.7249897241592407,341,-0.005011640428565442,0.025855504497885703,147,16.13,23.10000000000001,1.1250178343057633,1.9777592915296553,586.46,10.0,0.6637668473370539
1184000,0.7175296550989151,341,-0.010467149444448296,0.030295188166201116,148,16.55,24.10000000000001,1.0885615092515946,2.144345132112503,590.87,10.0,0.6891388230634726
1192000,0.7192858308553696,341,-0.009121320522390307,0.027433543670922517,149,16.54,24.10000000000001,1.1132374250888823,2.0372250080108643,591.78,10.0,0.6780097736539982
1200000,0.7171587258577347,341,-0.011618679201928899,0.02793203407432884,150,17.17,26.0,1.0008744943141936,2.0356017255783083,600.33,10.0,0.6465542436231579
1208000,0.7032278889417648,340,-0.008848432174418122,0.028772427747026087,151,17.78,26.10000000000001,1.0021825104951858,2.0953570985794068,612.71,10.0,0.7585322463947516
1216000,0.7139990317821503,340,-0.005387224617879838,0.031118074152618646,152,18.59,28.0,1.066597592830658,2.174990735054016,623.02,11.0,0.6796003600088666
1224000,0.7008839607238769,340,-0.007748740733222803,0.029762738393619658,153,19.26,28.0,1.1227375489473344,2.130606155395508,638.91,12.0,0.6710391641300574
1232000,0.7253728044033051,340,-0.003527575709740631,0.02856904186308384,154,18.76,28.0,1.139105938076973,2.0923707950115205,641.1,11.9,0.6789666875042761
1240000,0.7670934426784516,340,-0.0057292462678015,0.023572511756792664,155,18.38,27.10000000000001,1.1387483513355254,1.8931297528743745,629.91,11.0,0.5734432747430943
1248000,0.7017839938402176,339,-0.008505736356601118,0.029653953043743967,156,18.72,28.0,1.1283483105897902,2.1115557706356047,633.69,11.0,0.6423657894164045
1256000,0.7326756775379181,339,-0.012033019034788595,0.026938517959788442,157,18.77,28.0,1.0989090901613237,2.0148181146383286,642.1,11.9,0.6634267888120523
1264000,0.7320099973678589,339,-0.00890568756054563,0.025005136672407387,158,18.52,28.0,1.1415244495868684,1.9381161892414094,641.09,11.9,0.5943338398027139
1272000,0.6953275793790817,339,-0.004561251707491465,0.02691837176680565,159,18.53,28.0,1.1073400229215622,1.9976098871231078,635.69,11.0,0.6261056122545132
1280000,0.7012469190359115,339,-0.005294645251474321,0.0273459370713681,160,18.53,26.200000000000017,1.1033654874563217,2.026564910411835,642.92,11.0,0.6290457576264439
1288000,0.7538161844015121,338,-0.009063654663041234,0.02507032945752144,161,18.63,26.0,1.1226659440994262,1.9545526015758514,646.24,12.0,0.6377742017403861
1296000,0.719753874540329,338,-0.009034806650597603,0.030066053587943314,162,18.58,26.0,1.1249332559108733,2.126092015504837,641.88,11.9,0.7508167707360924
1304000,0.698356072306633,338,-0.00842468980292324,0.02809065194334835,163,18.8,26.200000000000017,1.1174175935983657,2.056351456642151,647.14,11.9,0.6966621046425203
1312000,0.692794913649559,338,-0.00862543802417349,0.030664292965084314,164,18.91,28.0,1.1171054166555405,2.1337434279918672,656.86,11.9,0.7169428060505026
1320000,0.6812820607423782,338,-0.02143355324980803,0.03914974010549486,165,19.56,28.0,1.0752448850870133,2.3963114285469054,657.81,12.0,0.8182046880010586
1328000,0.6967685067653656,338,-0.00943505621602526,0.03273475316818804,166,19.65,28.0,1.0907064598798752,2.204495203495026,657.69,12.0,0.7326229308876239
1336000,0.677575176358223,338,-0.009718088108202209,0.03223823210690171,167,19.87,28.0,1.0848189353942872,2.1872127813100817,662.22,12.0,0.6662171126787046
1344000,0.6781825107336045,338,-0.01404401549436443,0.030435563349165022,168,20.9,30.10000000000001,1.1082969391345978,2.137679685354233,670.3,12.0,0.654759718721869
1352000,0.6974280643463134,337,-0.011045814639073797,0.03221348226536065,169,21.13,30.10000000000001,1.136430902481079,2.182910695075989,668.09,12.0,0.6505362917959043
1360000,0.7214217585325241,337,-0.003495117243146524,0.028265673592686655,170,21.5,29.10000000000001,1.110678131580353,2.050577479600906,676.28,13.0,0.6563890281779753
1368000,0.6578361827135086,337,-0.017298591948565444,0.032137889144942165,171,22.19,31.10000000000001,1.0772910422086717,2.1903198927640917,693.61,13.0,0.7919865640824553
1376000,0.7211890870332718,337,-0.009579476756043733,0.03332260753959417,172,22.92,33.10000000000001,1.0647036063671111,2.2099455785751343,706.44,13.0,0.6828192281716932
1384000,0.6840548235177993,337,-0.010213385097449646,0.031831049839966,173,23.37,34.10000000000001,1.0570999187231065,2.1779683697223664,706.09,13.0,0.8276043622529505
