episode_length,grad_norm,policy_entropy,value_loss,P01:episode_rewards,fps,advantage_norm,explained_variance,P09:episode_rewards,PMM:episode_rewards,epoch_idx,policy_loss,frames
197.42,0.2268775847727841,1.367011913061142,0.0063330959738232195,0.0,437,0.9002799421548844,0.9242445802688599,4.0,1.79,55,-0.0006378577259602025,440000
198.52,0.263520780021923,1.3569850611686707,0.007372786054620519,0.0,433,1.0066578406095505,0.908385563492775,4.1000000000000085,1.85,56,-0.0015512576571200044,448000
206.65,0.22610970762626567,1.3423500120639802,0.006515910690068267,0.0,429,0.919065845310688,0.9448625266551971,8.0,2.15,57,-0.0020746895597403637,456000
222.83,0.22867583761082735,1.3617171406745912,0.006170199022162706,0.0,425,0.9137564390897751,0.9357191926240921,9.0,2.62,58,0.00025915975114912724,464000
225.24,0.3120041956317214,1.3708354878425597,0.010110272204619832,0.0,422,1.1219163754582404,0.867924815416336,8.0,2.62,59,-0.0021663436308153906,472000
220.29,0.3036371094952584,1.363010219335556,0.010380670285085216,0.0,419,1.1929876559972763,0.8774215096235275,5.0,2.4,60,-0.0036660769605077804,480000
218.88,0.19242349392266264,1.333948895931244,0.004995122454129159,0.0,415,0.8046173569560051,0.9500974786281585,5.1000000000000085,2.43,61,-0.0019197367908782325,488000
220.0,0.18496498244374912,1.3589425480365753,0.005550145931192674,0.0,412,0.8373618465662003,0.9318527072668076,9.0,2.56,62,-0.00010540256260810566,496000
222.37,0.22680267394955667,1.343455640077591,0.006040649305796251,0.0,408,0.893971461057663,0.9456009060144425,9.0,2.68,63,-0.001758969420916401,504000
234.09,0.22239928369195142,1.3528373849391937,0.0064507056720322,0.0,406,0.935528555214405,0.9357009369134903,9.0,3.08,64,-0.0010377352952309594,512000
243.06,0.3125633683414674,1.3429656875133515,0.01022559915552847,0.0,403,1.2078034463524818,0.8691440963745117,9.0,3.26,65,-0.002903881439124234,520000
230.78,0.2899437883584929,1.3471957302093507,0.008962575247278438,0.0,401,1.13030952334404,0.9015523314476013,6.200000000000017,2.81,66,-0.002379324039211497,528000
228.93,0.2500852641261885,1.3433673477172852,0.007876317095942796,0.0,398,1.0361759608983994,0.9095848125219345,6.0,2.7,67,-0.0013421718787867576,536000
230.41,0.2675609499158506,1.3206168162822722,0.006786778898676857,0.0,396,0.9615858599543572,0.934106547832489,6.0,2.76,68,-0.0015433723258320242,544000
239.15,0.24485416252398448,1.3483762514591218,0.007566804793896154,0.0,394,1.033361060321331,0.9088638919591904,9.0,3.07,69,-0.0011792632343713195,552000
228.47,0.2815521184738007,1.3516080737113954,0.008204097660491244,0.0,391,1.0569357505440713,0.881017210483551,6.0,2.71,70,-0.0017874446819769218,560000
228.34,0.29519962285292506,1.3455051720142364,0.010693652778863907,0.0,389,1.234745747745037,0.8525187641382217,6.0,2.63,71,-0.0020190863010429894,568000
218.99,0.3182127532447662,1.3468634617328643,0.010092475434066727,0.0,388,1.1905783063173294,0.8798097640275955,6.0,2.42,72,-0.00023144250852055848,576000
237.68,0.3158869603198755,1.3328956806659698,0.011485018574167043,0.0,386,1.285017016530037,0.864330421090126,7.0,3.02,73,-0.002314600901445374,584000
233.64,0.24258421584565198,1.329451231956482,0.006539463626686484,0.0,384,0.9682050558924675,0.9272614413499832,7.0,2.99,74,-0.0015045644331530639,592000
249.77,0.33405930369021897,1.3257004189491273,0.009634111010236666,0.0,383,1.1439370825886725,0.9021740132570266,7.200000000000017,3.43,75,-0.0038757595053175464,600000
252.44,0.2803865104760096,1.3153973460197448,0.008994403155520558,0.0,382,1.1341790956258775,0.9013196045160293,9.100000000000009,3.52,76,-0.0016316322088823654,608000
253.08,0.30701043233791375,1.3142840540409089,0.009989068361464888,1.0,380,1.219354516863823,0.8865581864118576,9.0,3.57,77,-0.0028174917615251616,616000
232.9,0.3259541720543577,1.3130475628376006,0.009161134199239314,0.0,379,1.1405319207906723,0.8928850209712982,8.100000000000009,3.09,78,-0.0040603021573042495,624000
225.32,0.2657431066336692,1.3225963413715363,0.00802789646666497,0.0,378,1.0668004232645034,0.9127098554372788,6.0,2.82,79,-0.002436256762375706,632000
222.59,0.2849923778721226,1.3202696251869201,0.009157912002410739,0.0,376,1.1317189157009124,0.8752970147132874,6.0,2.71,80,-0.001718195975990966,640000
235.39,0.31981234167323835,1.3010991501808167,0.01106651937123388,0.0,375,1.2737818795442581,0.8817850732803345,7.0,3.08,81,-0.003715581654541893,648000
239.43,0.3439002223658518,1.2871167743206025,0.009453842719085514,0.0,374,1.172053532600403,0.8981424731016159,7.1000000000000085,3.28,82,-0.005124257450806908,656000
251.02,0.31695617941057663,1.3209892737865447,0.010745747208129614,0.0,373,1.2627380627393723,0.8803451853990555,7.1000000000000085,3.55,83,-0.0013229943320038728,664000
252.54,0.3006856253472071,1.3112736308574677,0.00902765617473051,0.0,372,1.1619647127389907,0.9000121313333511,7.0,3.44,84,-0.0029781332216225562,672000
256.48,0.27228232640502403,1.2983419716358184,0.008441848406801001,0.9000000000000004,372,1.112310898900032,0.9025168561935425,7.1000000000000085,3.57,85,-0.0010433043609373272,680000
271.73,0.36654791609368526,1.2889149212837219,0.012170510655269027,1.0,371,1.3253289383649827,0.8736627852916717,8.100000000000009,4.03,86,-0.00139837596740108,688000
271.53,0.3192936395795162,1.2979378950595857,0.009312386238016189,1.0,371,1.1785726273059844,0.9044788616895676,9.0,4.15,87,-0.005598190851742402,696000
277.72,0.31696097118899247,1.291196755170822,0.010148804257623852,0.9000000000000004,370,1.2280147457122803,0.8813147640228272,9.100000000000009,4.41,88,-0.0009723991481587291,704000
276.63,0.3744015031770603,1.3023839151859284,0.0129390057339333,1.0,369,1.3881579780578612,0.8579741859436035,10.0,4.48,89,-0.005864973952411674,712000
278.81,0.4341478777970819,1.3011458683013917,0.01400772824184969,0.9000000000000004,368,1.3841617959737778,0.8395720028877258,10.0,4.47,90,-0.006075550186214969,720000
290.33,0.36965270333277234,1.296105968952179,0.012118608336895704,1.0,367,1.3246575421094895,0.8697601252794266,10.0,4.88,91,-0.0030893408606061713,728000
313.21,0.32177116063442,1.3118440616130829,0.00992725380230695,1.0,367,1.2120066624879837,0.8906238442659378,11.0,5.49,92,-0.0034480282221920787,736000
314.63,0.3996764400449232,1.2703222131729126,0.013774432266363873,1.0,366,1.4179553401470184,0.8147900778055192,11.0,5.46,93,-0.00389470635476755,744000
308.75,0.47519930140253747,1.2576535081863403,0.0165532804839313,1.0,366,1.5697707498073579,0.8148976480960846,10.0,5.32,94,-0.007777807555394247,752000
304.16,0.44233348421777086,1.2705815184116362,0.01802293989341706,1.9000000000000004,365,1.6561957341432572,0.7956079429388047,8.100000000000009,4.93,95,-0.0031605734716868028,760000
308.28,0.4777779312637937,1.2367773580551147,0.01791654955595732,2.0,364,1.6412793201208116,0.8157814908027649,8.100000000000009,4.93,96,-0.007985053728916683,768000
315.48,0.49093381012788406,1.2372542917728424,0.018359836600720884,2.9000000000000004,364,1.658602268099785,0.780028474330902,9.100000000000009,5.35,97,-0.0039000021060928702,776000
328.32,0.437474746962958,1.2426159405708312,0.015058058784343303,3.0,363,1.5000472968816758,0.8415349185466766,10.0,5.65,98,-0.009464432093081995,784000
333.99,0.4326011429490151,1.2218073189258576,0.016758326590061188,3.0,363,1.608248720765114,0.7898917227983475,10.100000000000009,5.96,99,-0.00444138101360295,792000
352.14,0.4553608099054308,1.234475702047348,0.01571227829903364,3.0,362,1.5413742673397064,0.8348388534784317,11.200000000000017,6.62,100,-0.008128984640934504,800000
355.8,0.4233970563715367,1.2408361911773682,0.01578044318128377,3.0,362,1.5550593346357346,0.8274440675973892,13.0,6.82,101,-0.004767930341186002,808000
351.43,0.37632086944195997,1.2302497839927673,0.013259799242950976,3.0,361,1.4058569437265396,0.8369110667705536,12.100000000000009,6.87,102,-0.0025123156857443972,816000
355.21,0.39319312610796553,1.2357685029506684,0.014209664990194142,3.0,361,1.4585811018943786,0.811334291100502,13.100000000000009,7.34,103,-0.0043806794910051395,824000
343.76,0.42892382065014273,1.2327280461788177,0.013681138679385186,3.0,360,1.4374231272935867,0.8395498543977737,12.100000000000009,7.11,104,-0.006436248294194229,832000
343.27,0.40280633079883954,1.202969343662262,0.014891117108054458,3.0,360,1.4989033883810043,0.8239476251602172,11.100000000000009,6.78,105,-0.005772041184827686,840000
357.81,0.4334109538837524,1.1835270786285401,0.015792574000079183,3.9000000000000004,359,1.5287069088220597,0.818531550168991,13.0,7.63,106,-0.006211010002771218,848000
365.88,0.4340899709809434,1.165689001083374,0.015647714547812937,3.9000000000000004,359,1.5393736398220061,0.8231206268072129,13.0,7.56,107,-0.006189352417422924,856000
375.56,0.4198878887899719,1.2280477797985077,0.014610511506907642,3.0,359,1.4854300671815872,0.8259952455759049,13.0,7.84,108,-0.005631361323175952,864000
381.68,0.4489012371910109,1.1871545040607452,0.016037675142288207,3.0,358,1.5532153648138047,0.8252844375371933,13.100000000000009,8.36,109,-0.004082265241304412,872000
396.32,0.4860760064988066,1.2004443752765654,0.01578669990878552,4.0,358,1.5505273640155792,0.8078239387273789,14.0,8.89,110,-0.003020197850419208,880000
399.66,0.48803082786856505,1.2178488659858704,0.01601762219099328,3.9000000000000004,358,1.5571340256929398,0.8345307445526123,14.100000000000009,8.95,111,-0.0056302540269098245,888000
394.94,0.4398014717823802,1.2223229134082794,0.015402274560183287,3.0,357,1.5250481849908828,0.834778288602829,14.100000000000009,8.91,112,-0.004685241074757869,896000
394.22,0.5297774887829434,1.205278621315956,0.016581790584605186,3.9000000000000004,357,1.541021416783333,0.8327858352661133,13.0,8.76,113,-0.010928489193756831,904000
392.92,0.4832320575107747,1.205770828127861,0.01590880418661982,3.0,356,1.54083593249321,0.7739606487751007,13.100000000000009,8.6,114,-0.00209108630544506,912000
388.07,0.5214257954315382,1.1633711504936217,0.020010211686603725,3.9000000000000004,356,1.7465444028377533,0.7626014733314515,13.0,8.39,115,-0.00313995735545177,920000
399.85,0.5490152121621339,1.1365573489665985,0.01894990142900497,4.0,356,1.6841575294733047,0.7870723849534988,13.0,8.59,116,-0.012328209961997344,928000
413.89,0.6106091558677216,1.141953397989273,0.02127272590994835,4.0,356,1.8019633460044862,0.7801350682973862,14.0,9.05,117,-0.007525869822129608,936000
414.97,0.4910697725431964,1.1227077221870423,0.017334451582282782,4.9,355,1.6262382376194,0.8105378538370133,14.0,9.06,118,-0.006492650821019197,944000
426.46,0.525083612923404,1.135174778699875,0.01978055791463703,5.0,355,1.72036814391613,0.7457474642992019,14.0,9.55,119,-0.006937676177476533,952000
429.98,0.5940401057966299,1.1418326073884963,0.021983820111490786,5.0,355,1.8238172024488448,0.7870911347866059,14.0,9.7,120,-0.007264965765643865,960000
428.77,0.5426569462711686,1.136044659614563,0.019650802286341786,5.0,354,1.7397732001543045,0.7727633935213089,14.0,9.75,121,-0.0038835883256979286,968000
430.92,0.5610398505498132,1.1413266509771347,0.02020063016563654,5.0,354,1.756678993701935,0.8066640961170196,14.100000000000009,10.15,122,-0.0063678434782195835,976000
440.63,0.5469275599477307,1.155159878730774,0.022169732549227775,5.0,354,1.8420726084709167,0.7699517387151719,15.0,10.22,123,-0.004036082430102397,984000
455.85,0.5594793321514709,1.1723982143402099,0.019128777338191866,6.0,354,1.7136187744140625,0.7874547749757767,15.0,10.5,124,-0.008858712376095354,992000
459.97,0.5232415739157624,1.1881975722312927,0.01997989500872791,5.9,353,1.7507260286808013,0.7949085992574692,16.0,10.51,125,-0.00803909130685497,1000000
466.17,0.5724987627176568,1.182899111509323,0.023439854090102016,6.0,353,1.87749524474144,0.760200788974762,16.0,10.51,126,-0.005108047009562142,1008000
478.9,0.6428912869227998,1.1278355765342711,0.020465150037780405,6.0,352,1.7681174492835998,0.7912678706645966,16.0,10.9,127,-0.00861218451987952,1016000
487.83,0.6205754654886368,1.1077252852916717,0.022470212737098337,6.0,352,1.8550692534446716,0.7691553807258606,16.0,11.04,128,-0.0026822564857138785,1024000
486.65,0.5203369553529964,1.1610219883918762,0.019586035632528365,6.0,352,1.715011295080185,0.790320582985878,16.0,10.98,129,-0.008184024357760791,1032000
490.35,0.5584389604429005,1.1362606871128083,0.018597365855239332,6.0,352,1.6762989914417268,0.7875805687904358,17.10000000000001,11.34,130,-0.0037359173348522744,1040000
487.08,0.634831096406806,1.089064564704895,0.023337490486446767,6.9,351,1.8603306800127029,0.6367865598201752,17.0,11.41,131,-0.010673044949071482,1048000
465.58,0.5710076420230064,1.1528351664543153,0.0202090477431193,5.0,351,1.739728547334671,0.7889619165658951,16.0,10.83,132,-0.002203338710241951,1056000
461.07,0.5963147517334701,1.1531533855199814,0.022869967799633743,5.0,351,1.8310566109418869,0.7107726401090622,16.0,10.42,133,-0.010241023514827247,1064000
471.49,0.7042187075316635,1.1546015405654908,0.020756377391517162,5.0,351,1.7707356691360474,0.7644988054037094,16.0,10.74,134,-0.00921537196263671,1072000
470.86,0.6823142665269626,1.1334139966964722,0.022966835647821426,5.0,351,1.8705125546455383,0.7403578799962998,16.10000000000001,10.82,135,-0.0023837290029041468,1080000
478.16,0.6344985356326636,1.1268465572595596,0.021179446913301946,5.9,350,1.7920555472373962,0.8102319079637528,17.0,11.01,136,-0.010392088501248509,1088000
484.56,0.5738891239451052,1.1342305445671081,0.02152671882417053,5.0,350,1.8105324184894562,0.7857452404499053,17.0,11.05,137,-0.01232960108507541,1096000
514.18,0.5959995819735552,1.126128602027893,0.023400377202779054,6.9,350,1.884245982170105,0.7673668253421784,18.10000000000001,12.12,138,-0.0022220371926960068,1104000
515.26,0.6529952128539642,1.1941585099697114,0.022696197764016688,7.0,350,1.857932870388031,0.7522815531492233,18.10000000000001,12.26,139,-0.009193801030050963,1112000
514.02,0.6279687698919407,1.186725653409958,0.02379354303702712,6.9,350,1.8979178011417388,0.7604022693634033,19.10000000000001,12.4,140,-0.00626640253001824,1120000
514.11,0.6410531797769171,1.1919140911102295,0.024471360985189677,6.0,349,1.9277222102880478,0.7542400020360946,20.0,12.52,141,-0.007392471673665568,1128000
522.8,0.6454771624428416,1.1856983315944671,0.024881439888849853,6.0,349,1.9555863511562348,0.7691892057657241,20.10000000000001,12.9,142,-0.007268668203614652,1136000
528.44,0.5513807243575023,1.1876362919807435,0.024295149119570852,6.0,349,1.9215997135639191,0.7644170922040939,20.10000000000001,13.13,143,-0.01163567615993088,1144000
532.24,0.6196134578368999,1.137763974070549,0.022423403756693005,6.9,349,1.840318847298622,0.7547340077161789,20.10000000000001,13.31,144,-0.006522037996328436,1152000
542.24,0.6096494908053707,1.1132373309135437,0.022351767974905668,7.0,349,1.840018812417984,0.7551503783464432,20.10000000000001,13.73,145,-0.013377200550603447,1160000
548.29,0.6560033008372987,1.1394616276025773,0.024807950193062426,8.0,348,1.9286267018318177,0.7482305407524109,20.0,13.89,146,-0.003482487400833634,1168000
557.96,0.528195024733929,1.1799331426620483,0.02237187079153955,8.0,348,1.8408858543634414,0.7550447034835815,20.0,13.99,147,-0.007855032375082373,1176000
564.69,0.6243305105015186,1.1510599839687348,0.024876562021672724,8.0,348,1.9218418443202971,0.738232274055481,20.0,13.94,148,-0.007471833686286118,1184000
568.95,0.7310919019693577,1.1245396029949188,0.026753118485212325,8.9,348,2.018851087093353,0.7387232553958892,20.0,14.19,149,-0.01262199590099044,1192000
572.28,0.7175102886562713,1.1334891706705092,0.02556626222562045,8.9,347,1.9686741900444031,0.718746080994606,20.10000000000001,14.36,150,-0.005704373998160008,1200000
593.84,0.7336453295281715,1.1422323274612427,0.027226299080066383,8.0,347,2.0218745160102842,0.6905435252189637,22.0,15.13,151,-0.007573319768998772,1208000
598.22,0.6878198100343567,1.1085493493080139,0.03026034370996058,8.9,347,2.1427631294727325,0.7212071359157562,21.10000000000001,15.09,152,-0.007659477771958336,1216000
609.62,0.5897684112289476,1.141782910823822,0.02681872601620853,8.9,347,2.019068956375122,0.7184010177850724,23.0,15.66,153,-0.006315902058850043,1224000
614.58,0.7834171791052722,1.1453611326217652,0.02726037282496691,8.9,347,2.030979669094086,0.6961827766895294,24.10000000000001,15.98,154,-0.01056055493769236,1232000
617.65,0.8588054814367092,1.1057355904579163,0.028808377790264784,8.9,347,2.070152460336685,0.6672680395841598,23.10000000000001,16.33,155,-0.007660546643310226,1240000
618.94,0.7599304484226198,1.1046208333969116,0.031056554932147266,9.9,346,2.1483802783489225,0.6798347425460816,23.10000000000001,16.29,156,-0.013704246557317674,1248000
642.74,1.047526592304448,1.1067149049043656,0.031419206731952726,10.0,346,2.1275312066078187,0.6571283686161041,26.0,17.53,157,-0.013386331051588058,1256000
639.43,0.9067936794354005,1.1096573662757874,0.026216845721937717,10.0,346,1.9749702793359756,0.7390502458810806,26.10000000000001,17.54,158,-0.014053525826311671,1264000
639.31,0.8268966485059686,1.0914027661085128,0.02879576211795211,10.0,346,2.0796224999427797,0.7328093391656876,27.0,17.67,159,-0.006838893315580208,1272000
633.79,0.6921760699920867,1.0664474362134932,0.027056000488810242,10.0,346,2.0118189907073973,0.7140373420715332,27.200000000000017,17.78,160,-0.00894458925264189,1280000
633.09,0.6315138099353524,1.094485076069832,0.026676828488707543,10.9,346,2.0200192880630494,0.7157401245832443,27.0,17.97,161,-0.0053809930314309895,1288000
637.73,0.6918020016956761,1.05082987844944,0.02940662683453411,11.0,346,2.0863331657648088,0.7104517596960068,27.200000000000017,18.34,162,-0.0059236451494507495,1296000
649.59,0.6055165937837259,1.0797609168291091,0.028554657073691488,11.9,345,2.052803262472153,0.7023532718420029,29.0,19.18,163,-0.01029364101937972,1304000
665.2,0.7776964577612564,1.0397191154956817,0.034813108518719674,12.0,345,2.2590338087081907,0.6556614375114441,31.10000000000001,20.06,164,-0.01633108139551041,1312000
673.3,0.8381418967578582,1.0549289667606354,0.027443365743383765,11.9,345,2.0116445344686507,0.6938728624582291,32.0,20.33,165,-0.00961370817531133,1320000
663.79,0.8640635416836205,1.1377625060081482,0.024534759572707118,11.0,345,1.9048159539699554,0.6940877038240433,32.0,20.04,166,-0.002815922844456509,1328000
666.83,0.8992075670561681,1.0893072110414506,0.033865915099158886,11.0,345,2.2163271462917327,0.7019895792007447,32.0,19.97,167,-0.016441937614463314,1336000
676.92,0.7076732039692503,1.0762937396764756,0.028652272247709335,11.9,345,2.061100113391876,0.698711479306221,32.0,20.25,168,-0.00823326936457306,1344000
683.12,0.7347703877788594,1.1026269602775574,0.03035778604913503,11.0,345,2.116600818634033,0.7039724791049957,32.0,20.34,169,-0.005892576223122887,1352000
682.33,0.6638101999945222,1.0781265127658843,0.02789733641548082,11.0,345,2.0556696224212647,0.7159699147939682,32.0,20.59,170,-0.0072406199752003885,1360000
685.59,0.76297923548656,1.084401090145111,0.03165645654313266,11.0,345,2.168533127307892,0.678973126411438,30.10000000000001,20.33,171,-0.008641228822816628,1368000
697.19,0.7227581412712398,1.061821567416191,0.034697752902284267,11.0,344,2.2784260195493697,0.6551275253295898,32.10000000000001,21.14,172,-0.01720196627647965,1376000
673.78,0.897899532245902,1.0899382919073104,0.030029819244518877,11.0,344,2.1091408014297484,0.691770026087761,31.0,20.25,173,-0.003481712208595127,1384000
