grad_norm,PMM:episode_rewards,frames,episode_length,policy_entropy,fps,P09:episode_rewards,policy_loss,epoch_idx,value_loss,explained_variance,P01:episode_rewards,advantage_norm
0.7784041448280941,0.8666666666666667,8000,162.3111111111111,1.3634780931472779,575,2.0,-0.0072771973015642285,1,0.021151417570035847,-1.6187503689527512,0.0,1.3551693519577384
0.26714721141794145,1.0105263157894737,16000,165.93684210526317,1.3614060866832733,330,2.0,0.002187584556231741,2,0.014311116873450373,-0.0729170674085617,0.0,1.2387304323911668
0.21332187199267083,1.19,24000,172.4,1.3796847546100617,374,3.0,0.0011772818281315268,3,0.01177876229591675,-0.06068261623382568,0.0,1.1047723637335003
0.20826025749015875,1.15,32000,173.86,1.3810913717746736,397,3.0,0.0018213583223405294,4,0.012074141724660876,-0.008427079319953918,0.0,1.1135306210815907
0.23408324722010426,1.42,40000,185.83,1.3776637673377992,416,4.0,0.0019908092732657677,5,0.015549842449108836,-0.05256698071956634,0.0,1.3261241945624351
0.28977034272685065,1.49,48000,186.85,1.3808942186832427,429,4.0,-0.0006167363908025436,6,0.013271769366547233,0.0019636791944503784,0.0,1.2223267977684735
0.3010745204710791,1.29,56000,178.97,1.3825721561908721,438,3.0,0.0015101750966277905,7,0.013619772399106295,-0.2697550427913666,0.0,1.2353364397585391
0.3098832983427369,1.4,64000,184.02,1.3801655054092408,444,3.0,-0.0010446951196536247,8,0.012722514751003474,0.26238213896751406,0.0,1.2329787545651198
0.46715728695288694,1.6,72000,190.89,1.37415392100811,450,4.0,-0.0018176717346068472,9,0.020855450656963512,0.3595439249277115,0.0,1.416813367009163
0.4361163360226422,1.75,80000,195.75,1.3713172316551208,455,4.0,-0.005504158257099334,10,0.01853072614176199,0.4261419713497162,0.0,1.4748104374110698
0.27081526260210337,1.24,88000,176.45,1.3717494356632232,459,4.0,-0.002010611749574309,11,0.009560460526263342,0.459207136631012,0.0,1.059903594404459
0.3265392842220867,1.17,96000,172.53,1.3724870026111602,462,3.0,0.0008731812256155536,12,0.012820563872082857,0.4882209700345993,0.0,1.186830711364746
0.39635093685460804,1.19,104000,172.27,1.3762111032009126,466,3.0,-0.005092866314080311,13,0.012710541942506098,0.6558167105913162,0.0,1.2877726024389267
0.44520658757310455,1.47,112000,183.83,1.3719896018505096,470,3.1000000000000085,-0.005486389269353822,14,0.014958433133724611,0.5584907042980194,0.0,1.3885639740526676
0.40439857183534156,1.52,120000,185.93,1.3486892426013946,473,4.0,-0.007116526250320021,15,0.013525268207304179,0.7570873928070069,0.0,1.3602580136060716
0.3160009389450868,1.7,128000,193.11,1.3063573384284972,475,4.1000000000000085,-0.0033139649595250375,16,0.009216222321265377,0.8626976835727692,0.0,1.1348965454101563
0.3075480078744282,1.81,136000,195.85,1.344752130508423,478,5.0,0.00041166375391185286,17,0.009043426406569778,0.8248372942209243,0.0,1.1220008787512779
0.2769242240835619,1.82,144000,197.19,1.3320146787166596,480,5.0,-0.0026740035636612447,18,0.007505214467528276,0.9140232157707214,0.0,1.0027793484926224
0.3091221892699842,2.21,152000,211.4,1.3103713822364806,481,6.0,-0.0022885182876052567,19,0.008587429188773968,0.9097553503513336,0.0,1.0835054168105125
0.2589197862774107,2.23,160000,213.88,1.3125388145446777,482,5.1000000000000085,-0.00115864721883554,20,0.006026740266242996,0.9393206024169922,0.0,0.9193724575638771
0.28435281556286274,2.41,168000,218.39,1.3265377008914947,483,7.1000000000000085,-0.0019419170217588543,21,0.006518835594179108,0.9367235153913498,0.0,0.9342921081185341
0.24807321080464043,2.29,176000,213.42,1.3268109607696532,484,6.1000000000000085,-0.0016197739614290186,22,0.006025962654093746,0.9441941410303116,0.0,0.8733748242259025
0.19736082634141114,1.95,184000,199.7,1.3203716969490051,485,6.0,-0.0017120117216836662,23,0.0043380767598864625,0.9535165715217591,0.0,0.7330972988903522
0.1922222278281614,2.01,192000,202.59,1.2930090737342834,486,6.1000000000000085,-0.0011668422564252978,24,0.0039527319891203665,0.9593985730409622,0.0,0.6917807812988758
0.20409700278537915,1.96,200000,201.1,1.3259094989299773,487,6.1000000000000085,-0.0007745153747964651,25,0.004241354807163589,0.957992097735405,0.0,0.7262186425924301
0.22607777435200913,1.63,208000,190.9,1.3337255394458771,488,5.0,-0.0012167904828675091,26,0.005526186058996245,0.9356751322746277,0.0,0.8028027695417405
0.23325773371418496,1.81,216000,197.77,1.3591613721847535,489,5.0,-0.000271857862098841,27,0.005737327972165076,0.9287821137905121,0.0,0.8469313764572144
0.2148808800137868,1.61,224000,187.52,1.3436219441890715,491,5.0,-0.0005391260213218629,28,0.004731345243635587,0.9423668712377549,0.0,0.7612253594398498
0.19129317736263954,1.74,232000,192.72,1.3476247990131378,494,5.0,-0.0006097105331718921,29,0.003911823977250606,0.9663547074794769,0.0,0.7080494296550751
