P01:episode_rewards,advantage_norm,P09:episode_rewards,approx_kl_divergence,explained_variance,grad_norm,fps,epoch_idx,policy_entropy,PMM:episode_rewards,frames,clip_fraction,value_loss,policy_loss,episode_length
25.0,15.968717497587203,300.0,0.003316328950336356,-3.3527612686157227e-09,0.05490893007062114,493,16,1.7852368958294391,145.0,163840,0.263525390625,0.00982907803299895,-0.0021391716123616788,329.91
50.0,15.968717652559281,300.0,0.003787708717845817,5.960464477539063e-09,0.053878010456661275,496,17,1.7710916087031365,166.0,174080,0.278759765625,0.008410444370656477,-0.002117423331947066,337.81
50.0,15.968717479705811,300.0,0.00334572949344647,-1.862645149230957e-08,0.05596343450252973,497,18,1.7417053274810315,170.5,184320,0.2536376953125,0.00949102961931203,-0.0014426456629735185,336.87
50.0,15.968714165687562,275.0,0.003907866127815396,-7.450580596923829e-10,0.054758700659904014,498,19,1.7822934925556182,158.75,194560,0.3101318359375,0.008281148261950477,-0.0020525069419818466,332.14
25.0,15.968717056512833,250.0,0.00422724924085287,-8.568167686462402e-09,0.05093571803321746,501,20,1.7792690791189671,144.0,204800,0.2743408203125,0.007046576909161217,-0.0021513083862373605,323.93
25.0,15.968716698884965,225.0,0.003557025553982385,-1.1175870895385742e-08,0.050446075306593285,502,21,1.7716322340071202,113.0,215040,0.25947265625,0.005740820915207223,-0.0018475154636689694,313.47
25.0,15.968714499473572,225.0,0.003968853117885374,1.3783574104309083e-08,0.05448667574617202,504,22,1.7755686804652213,102.5,225280,0.268408203125,0.006739948463018663,-0.0013421923598798458,312.23
25.0,15.968717569112778,250.0,0.0031622378906149607,4.470348358154297e-09,0.05333114009518214,504,23,1.7536360815167427,119.0,235520,0.2513427734375,0.0081871622408471,-0.0019566966908314497,318.15
25.0,15.968717634677887,277.5000000000002,0.003858496037673831,-2.2351741790771484e-08,0.05449197611720595,506,24,1.771015364676714,151.75,245760,0.25849609375,0.009649820077538607,-0.0016513660630153026,327.97
25.0,15.968717753887177,402.5000000000002,0.0035771155784573238,5.587935447692871e-09,0.05348634733549096,508,25,1.7835845798254013,173.75,256000,0.2449462890625,0.00885892354981479,-0.0017553239842527546,333.6
25.0,15.968716865777969,330.0000000000004,0.003238868849280152,8.568167686462402e-09,0.05084635788723185,510,26,1.7767470628023148,175.25,266240,0.24599609375,0.006561851052401835,-0.0016110656411910894,336.19
25.0,15.968717378377914,277.5000000000002,0.002310146364754928,-1.4901161193847657e-09,0.05287386759807311,511,27,1.7711305432021618,153.75,276480,0.16748046875,0.009999152889031393,-0.0011789908545324578,329.89
25.0,15.968717640638351,302.5000000000002,0.0026162130098896343,1.6763806343078613e-08,0.05045722322114856,512,28,1.768066232651472,154.75,286720,0.1810546875,0.009791761417636735,-0.0014655435774329818,329.8
25.0,15.968717861175538,325.0,0.0031898452148880095,-1.4901161193847657e-09,0.05276381245287848,513,29,1.7678162604570389,169.5,296960,0.2462158203125,0.010162758950900751,-0.002205098520062165,333.7
25.0,15.968715363740921,402.5000000000002,0.0027852589725625874,-1.30385160446167e-08,0.05471274869357366,513,30,1.76430379524827,201.75,307200,0.212109375,0.010800640628170299,-0.0014922107540769503,341.4
47.50000000000001,15.968717640638351,402.5000000000002,0.0029062533418255042,-3.7252902984619143e-10,0.056672552241238905,513,31,1.7767509199678897,203.5,317440,0.240771484375,0.010148396127806335,-0.001505838918092195,340.53
50.0,15.968717819452285,402.5000000000002,0.002967510009716534,-1.1175870895385742e-09,0.05264408298378509,514,32,1.7846508733928204,198.5,327680,0.23203125,0.009471029386349982,-0.0018126520197256468,337.36
25.0,15.968717300891877,402.5000000000002,0.003428079456978139,-8.195638656616212e-09,0.05351488365425812,515,33,1.7766861394047737,179.25,337920,0.2702392578125,0.0073407195923891775,-0.0018466266374161933,330.8
25.0,15.96871750354767,427.5000000000002,0.0035860032420146127,3.3527612686157227e-09,0.05540199781131554,515,34,1.7693328700959683,169.5,348160,0.2572021484375,0.008681319720653845,-0.0020698313521279486,329.19
0.0,15.968717175722123,330.0000000000004,0.003257696901818008,2.6077032089233397e-09,0.05493693631289147,515,35,1.7750274375081063,154.0,358400,0.258642578125,0.007207588972869416,-0.0015536772785708307,330.98
22.500000000000007,15.968717694282532,250.0,0.002926559349339186,-9.313225746154785e-09,0.05336577308072906,516,36,1.7803836792707444,140.25,368640,0.230029296875,0.008176771819853457,-0.0015014160988357616,329.71
25.0,15.968717432022094,225.0,0.0031686440108273928,-3.3527612686157227e-09,0.05332471575544813,516,37,1.7775421254336834,129.5,378880,0.208935546875,0.0081084753824598,-0.0015766848973726155,322.75
25.0,15.968717420101166,227.5000000000002,0.003205182645410787,-6.332993507385254e-09,0.04916277537095946,517,38,1.7747018188238144,128.5,389120,0.225146484375,0.006159298349848541,-0.001684151208246476,318.95
0.0,15.968717527389526,252.50000000000023,0.002659260855568846,-1.1175870895385742e-08,0.054073311485580325,515,39,1.766066687554121,128.5,399360,0.2189697265625,0.007542520387323748,-0.00159037386001728,319.54
0.0,15.968716615438462,252.50000000000023,0.003244342214571816,-5.960464477539063e-09,0.050560925585212566,514,40,1.7709404110908509,117.75,409600,0.23984375,0.00527922100793603,-0.0012913140395539812,316.89
0.0,15.968717259168624,250.0,0.003661032426714428,-1.1175870895385742e-09,0.05540379757826793,514,41,1.7751221291720867,121.25,419840,0.2972900390625,0.007892704355845126,-0.0023710367109742946,317.5
0.0,15.968717688322068,252.50000000000023,0.0028250963850723564,1.1548399925231934e-08,0.05286938770575546,515,42,1.767588059604168,134.0,430080,0.24150390625,0.010174979958310359,-0.002205470410262933,320.51
25.0,15.968717944622039,380.00000000000045,0.002357946850725057,-2.0116567611694337e-08,0.05707356464706591,515,43,1.7728508502244948,183.25,440320,0.1890869140625,0.011976708732254338,-0.0009508454444585368,335.21
50.0,15.96871766448021,427.5000000000002,0.003053786895043231,-1.1548399925231934e-08,0.05594194744691231,516,44,1.7780351154506207,204.5,450560,0.270654296875,0.007958996318893696,-0.002017085688567022,342.56
25.0,15.968717569112778,430.0000000000004,0.0035666820608525997,2.6077032089233397e-09,0.052408038247592624,517,45,1.7614974223077298,196.25,460800,0.273974609375,0.007640091529037818,-0.001710167059354717,340.99
25.0,15.968717670440673,427.5000000000002,0.0037353034489228778,-7.450580596923829e-10,0.053819057615968134,517,46,1.7699204832315445,172.75,471040,0.2999267578125,0.009147460946951468,-0.0019657019583974034,333.42
25.0,15.968717473745347,287.5000000000011,0.002656863412016719,4.470348358154297e-09,0.050827385096694586,517,47,1.7716050788760185,154.75,481280,0.2283935546875,0.007922798561230593,-0.0016129588515468641,327.2
25.0,15.968717342615127,275.0,0.00302966828718354,-1.564621925354004e-08,0.05113057353118565,517,48,1.7811266504228116,142.25,491520,0.2332275390625,0.007160685720782567,-0.0019274413152743364,323.97
25.0,15.968717730045318,252.50000000000023,0.0028718789498384466,5.960464477539063e-09,0.05397295561742068,518,49,1.778595282137394,141.25,501760,0.231689453125,0.00901878619179115,-0.0016329270907590398,326.41
0.0,15.968717795610427,305.00000000000045,0.0025163877996192243,-7.078051567077636e-09,0.053773567984854796,518,50,1.782180591672659,152.25,512000,0.20185546875,0.008446671180627164,-0.0012825150857679545,331.39
25.0,15.968717676401138,305.00000000000045,0.0029484089375898747,-2.9802322387695314e-09,0.053537400603761096,518,51,1.7655158795416355,162.0,522240,0.221240234375,0.008764859706752759,-0.0014598378074879292,335.52
25.0,15.968717408180236,300.0,0.003544025786663951,-8.568167686462402e-09,0.058876929248801016,519,52,1.7665543548762799,153.25,532480,0.2806640625,0.010152536516056899,-0.002013614182578749,331.17
47.50000000000001,15.968717652559281,275.0,0.0027468787449720367,-2.0116567611694337e-08,0.05836706782017803,519,53,1.772063895314932,171.5,542720,0.2560546875,0.010808573787971908,-0.0019628074744105104,334.84
47.50000000000001,15.968717157840729,252.50000000000023,0.0026746281720306797,1.6391277313232423e-08,0.052372337850376205,519,54,1.773596827685833,179.25,552960,0.207861328125,0.008659664099434394,-0.0011911531422811096,342.26
25.0,15.968717652559281,302.5000000000002,0.0033563715038923193,1.2665987014770507e-08,0.054003613624960776,518,55,1.7823859244585036,186.25,563200,0.2402099609375,0.007646909384493483,-0.0017776479366148124,343.23
25.0,15.968716663122176,405.00000000000045,0.0027967033704044296,-9.313225746154785e-09,0.05617823498913558,518,56,1.7795591808855533,173.25,573440,0.2412841796875,0.009207287683943832,-0.001584329331672052,338.25
25.0,15.968717789649963,475.0,0.0022143884548427193,-9.313225746154785e-09,0.0533628562707914,519,57,1.7767797216773034,187.0,583680,0.1877197265625,0.01108501774542674,-0.001702043858676916,341.35
25.0,15.968717616796493,477.5000000000002,0.0029301767666595423,5.215406417846679e-09,0.05160089552622619,519,58,1.7714541263878345,204.5,593920,0.261279296875,0.00899902996397941,-0.0022299849857517983,349.95
25.0,15.968717944622039,452.50000000000017,0.002730018509555521,5.215406417846679e-09,0.054621850631179206,519,59,1.7677893951535224,204.75,604160,0.22958984375,0.010371603641215189,-0.001822676064693951,353.7
25.0,15.96871708035469,405.00000000000045,0.002401543328831224,-1.7508864402770997e-08,0.05436424119702118,512,60,1.7796468183398246,196.75,614400,0.2043701171875,0.008639594075114587,-0.001348232841337449,348.61
25.0,15.968717783689499,325.0,0.0028364933885313805,-4.097819328308106e-09,0.0530313408163038,512,61,1.7700892306864262,168.5,624640,0.24619140625,0.007861050018436799,-0.0014402950127987424,333.94
25.0,15.968716222047806,377.5000000000002,0.0026188533338881827,-2.0861625671386717e-08,0.05183136449908019,509,62,1.7838206313550473,159.5,634880,0.1841552734375,0.008069292740037782,-0.0011968110960879131,325.35
25.0,15.968717688322068,502.5000000000002,0.0029246368810390776,-1.4901161193847657e-09,0.055212911161820165,504,63,1.777716502547264,191.0,645120,0.2361328125,0.011008413390754868,-0.001569807980558835,333.82
25.0,15.968717223405838,525.0,0.0030393956971352053,8.568167686462402e-09,0.05432685376818678,503,64,1.777427103370428,196.25,655360,0.2559326171875,0.00849446189167793,-0.001990327217936283,335.39
25.0,15.968716549873353,525.0,0.0026455650043658353,-8.195638656616212e-09,0.05122464207610087,501,65,1.7643096059560777,187.0,665600,0.209619140625,0.005739014967502953,-0.0008790111136477208,335.78
25.0,15.968717581033706,327.5000000000002,0.002266161304231673,-1.4901161193847657e-09,0.05407624734467901,499,66,1.7820173650979996,146.0,675840,0.189794921875,0.0084246355497271,-0.000993061114786542,325.33
25.0,15.96871738433838,250.0,0.0024093174174822708,6.332993507385254e-09,0.05604099568149103,498,67,1.7761335521936417,138.5,686080,0.220556640625,0.010453523559954192,-0.0020881289168755758,325.61
50.0,15.968717801570893,325.0,0.00239264513908779,1.4901161193847657e-09,0.05193258482637516,497,68,1.7636628486216068,179.0,696320,0.2153564453125,0.011395650802296587,-0.0023485259880544618,337.49
50.0,15.968717473745347,325.0,0.0025396115992293742,9.685754776000977e-09,0.05306817228457052,495,69,1.76257693618536,181.5,706560,0.225732421875,0.007647883157642354,-0.0012170341720775467,342.56
50.0,15.968717676401138,502.5000000000002,0.002869372200734688,-7.450580596923829e-10,0.05555655423861604,494,70,1.7582110099494457,205.25,716800,0.24111328125,0.010648489081540901,-0.0016610937418590765,349.35
25.0,15.96871758699417,525.0,0.0032541860008905134,9.685754776000977e-09,0.054003207226377116,492,71,1.77209028378129,198.5,727040,0.2701171875,0.009290639150549396,-0.0018661783731658943,343.61
50.0,15.968717801570893,457.5000000000006,0.002465086791357862,1.6763806343078613e-08,0.05557549300556064,491,72,1.782219733297825,194.75,737280,0.2321533203125,0.01016517159569048,-0.0018795917800161987,342.6
25.0,15.968717575073242,327.5000000000002,0.002983637122201799,1.3783574104309083e-08,0.05376011728838811,491,73,1.7758856669068337,180.0,747520,0.257080078125,0.009313232612385036,-0.0017624466006964212,338.09
47.50000000000001,15.968717485666275,327.5000000000002,0.003175747832557363,-7.82310962677002e-09,0.05388836704806436,490,74,1.7708580739796163,184.5,757760,0.2516357421875,0.010415304992011442,-0.001958696992005571,343.78
25.0,15.968717557191848,352.5000000000002,0.0030887176971873486,3.7252902984619143e-10,0.05451399168320015,488,75,1.777941097319126,183.25,768000,0.2699462890625,0.009057708682576049,-0.0017760271395673044,338.11
25.0,15.968717896938324,357.5000000000007,0.002922301032208452,2.9802322387695314e-09,0.05239507608634129,488,76,1.7824620015919208,177.0,778240,0.2176513671875,0.008493461662510526,-0.0015673147034249268,334.63
25.0,15.968717479705811,350.0,0.003116993466016993,-1.3783574104309083e-08,0.053603629319241744,487,77,1.785633458942175,171.0,788480,0.2665771484375,0.008806829721561372,-0.0015296043493435718,331.09
25.0,15.968717783689499,350.0,0.0021761099968166777,1.30385160446167e-08,0.05613070118809236,486,78,1.7844537571072578,166.5,798720,0.18291015625,0.009962423151227995,-0.0010728987705078906,331.97
25.0,15.96871770620346,327.5000000000002,0.0025401706588127127,-1.1175870895385742e-09,0.054227194601442444,485,79,1.776365226507187,174.5,808960,0.2272216796875,0.010082681810945359,-0.0016426997262897203,334.12
47.50000000000001,15.968717604875565,327.5000000000002,0.002921762658752414,-8.568167686462402e-09,0.05573767547220805,485,80,1.7829521603882312,168.5,819200,0.2536376953125,0.008677813759186392,-0.0015720244140538854,334.0
25.0,15.968709790706635,300.0,0.0032474195695670004,2.570450305938721e-08,0.0514564978350782,484,81,1.775448029488325,151.25,829440,0.2595703125,0.0060350039785178385,-0.0017408890824299305,330.87
25.0,15.968717277050018,277.5000000000002,0.002395692329602639,-9.685754776000977e-09,0.05403433537765123,484,82,1.7796359285712242,135.75,839680,0.205322265625,0.0075739423275308585,-0.001504570812176098,326.55
25.0,15.968717157840729,252.50000000000023,0.0027625369482620955,7.450580596923829e-10,0.05131493916378864,483,83,1.7614976726472378,125.0,849920,0.224951171875,0.00775158598301573,-0.0017372637281368951,322.33
25.0,15.96871151328087,300.0,0.002416831720702817,-9.313225746154785e-09,0.053714505090794715,483,84,1.7787895165383816,140.0,860160,0.223388671875,0.007812947400206837,-0.0016234762868407415,327.99
25.0,15.968717551231384,332.5000000000006,0.0023011656945982396,-8.195638656616212e-09,0.056015367298511184,482,85,1.7816729925572872,162.0,870400,0.2077392578125,0.01005961816845229,-0.001362104233339778,331.43
25.0,15.968716460466386,275.0,0.003123897559908073,-9.313225746154785e-09,0.05298643898896986,482,86,1.7703645542263984,152.25,880640,0.2486083984375,0.007495536710985106,-0.0018242309015477076,331.62
25.0,15.968717700242996,277.5000000000002,0.002898480012481741,1.1548399925231934e-08,0.0563050084167205,481,87,1.7836193278431893,167.5,890880,0.2368896484375,0.009548013979656388,-0.0015761185251903953,336.6
25.0,15.968717676401138,300.0,0.0025565715790264675,-1.3411045074462891e-08,0.05351573865717833,480,88,1.7772929430007935,173.75,901120,0.2158203125,0.0103812464105431,-0.0014771577803912805,336.82
25.0,15.96871738433838,300.0,0.0028569146203778926,2.0489096641540527e-08,0.050626679045619405,480,89,1.7767215572297572,162.25,911360,0.2439208984375,0.006355658340339687,-0.001029104448389262,332.71
25.0,15.96871492266655,315.00000000000125,0.0026211576517653156,1.862645149230957e-09,0.050192065017705935,479,90,1.7650977931916714,154.5,921600,0.2023193359375,0.006418067144363704,-0.0010422627761727198,325.66
0.0,15.96871325969696,252.50000000000023,0.0035274286041129697,3.7252902984619143e-10,0.05086087319684607,479,91,1.7846732974052428,116.5,931840,0.2987060546875,0.0067873420624209755,-0.0017609588656341657,314.96
0.0,15.968717223405838,280.00000000000045,0.0033935378204205334,1.3783574104309083e-08,0.05215621153615866,478,92,1.7695301190018653,128.0,942080,0.26748046875,0.00785789996953099,-0.0017533821417600847,318.76
0.0,15.96871284842491,325.0,0.0035483210125676124,-5.215406417846679e-09,0.051133190143542916,478,93,1.770859032869339,137.0,952320,0.2880615234375,0.0074655182673382114,-0.002008413757721428,320.7
25.0,15.96871783733368,325.0,0.002074319801337765,4.8428773880004884e-09,0.0534357562568046,477,94,1.7682342380285263,148.25,962560,0.177294921875,0.009469490358969778,-0.0008824558339256327,324.47
25.0,15.96871770620346,330.0000000000004,0.0021598673111725476,-1.601874828338623e-08,0.05142309780614811,477,95,1.7660483941435814,164.5,972800,0.190478515625,0.009126510164060164,-0.0013977914895804133,330.37
50.0,15.968717575073242,380.00000000000045,0.0021830577573553,-9.685754776000977e-09,0.05425430566145416,476,96,1.7636162653565406,183.0,983040,0.195263671875,0.011227579919068375,-0.0011183357819390949,337.16
72.50000000000001,15.968717950582505,350.0,0.002437352844697216,1.30385160446167e-08,0.05455324509034004,475,97,1.7649205975234508,194.5,993280,0.219140625,0.012836731183051597,-0.0016493731789523735,343.09
75.0,15.968717610836029,350.0,0.0023283866854228565,8.195638656616212e-09,0.0531348023960862,475,98,1.7708147861063481,203.5,1003520,0.1969970703125,0.009689415487264342,-0.0011056075043597957,342.96
75.0,15.968717074394226,360.0000000000009,0.002347339367014456,-1.7881393432617187e-08,0.05262629311940117,475,99,1.7681946247816085,205.5,1013760,0.1996337890625,0.008591992576864983,-0.0012484293281886493,341.34
25.0,15.968716126680373,305.00000000000045,0.002303179068400141,-1.0430812835693359e-08,0.05206903551861013,474,100,1.7793410144746304,170.5,1024000,0.23125,0.007324148836778477,-0.0013453204206598456,333.33
25.0,15.968717288970947,290.0000000000013,0.0030074314127432446,-1.7136335372924803e-08,0.053039582219686965,474,101,1.779561460763216,154.0,1034240,0.2569580078125,0.007557807699458863,-0.0016254218404355924,326.7
25.0,15.968716478347778,312.5000000000011,0.00328749330045639,-1.0430812835693359e-08,0.05517801002517301,474,102,1.7812638700008392,148.25,1044480,0.275830078125,0.009061717666008917,-0.0019081295446085277,326.88
25.0,15.968717622756959,402.5000000000002,0.0025603608257142698,1.9371509552001954e-08,0.05421117986724613,473,103,1.7749999336898328,165.25,1054720,0.2316162109375,0.009341172771746642,-0.0013382517736317823,333.03
25.0,15.968717938661575,277.5000000000002,0.0030465495725934487,-3.3527612686157227e-09,0.052387133210287075,472,104,1.7744386494159698,153.0,1064960,0.2853515625,0.007904920219698398,-0.0017628006058657774,332.46
25.0,15.968717169761657,277.5000000000002,0.002295950823321391,7.078051567077636e-09,0.05326507453371464,472,105,1.779472354799509,157.0,1075200,0.2097900390625,0.007912098400129252,-0.001344478267856175,331.54
25.0,15.968717646598815,312.5000000000011,0.0015750468248313608,-1.0058283805847169e-08,0.05488749264658834,472,106,1.7760620936751366,160.5,1085440,0.1244140625,0.010003958317065553,-0.0006786030735383974,329.12
25.0,15.96871770620346,452.50000000000017,0.0028824763317857106,1.1175870895385742e-09,0.05544298000144536,472,107,1.7811127550899983,184.25,1095680,0.23681640625,0.010359087586493843,-0.0011461572270491161,335.97
47.50000000000001,15.968717128038406,380.00000000000045,0.002713905321581933,-3.3527612686157227e-09,0.05441173269229218,471,108,1.7792309433221818,184.25,1105920,0.233203125,0.008699638687721745,-0.001573836523675709,340.34
25.0,15.968717712163926,302.5000000000002,0.0024180658560112533,-1.3411045074462891e-08,0.05314159906763708,471,109,1.772474430501461,168.0,1116160,0.22041015625,0.0084606609824732,-0.0013530052958230954,336.36
25.0,15.96871766448021,277.5000000000002,0.0022314952895939656,-1.4528632164001465e-08,0.053749030892385585,471,110,1.7677352853119372,153.75,1126400,0.21123046875,0.008900627599587096,-0.0014006558409164426,327.61
25.0,15.96871771812439,427.5000000000002,0.0028429709260876733,-1.080334186553955e-08,0.053085546070507195,470,111,1.7765189059078694,161.5,1136640,0.256103515625,0.008339223314806077,-0.0019866782691678963,323.33
25.0,15.968717855215072,525.0,0.002765979470268576,-2.2351741790771484e-09,0.056677898504979084,470,112,1.7715575315058232,183.5,1146880,0.2498779296875,0.01047222650668118,-0.0014882914671034086,326.59
25.0,15.968717694282532,525.0,0.0026070799231320053,-1.1175870895385742e-09,0.05383298768894186,470,113,1.7783177338540554,197.25,1157120,0.2423095703125,0.009300939565946464,-0.0015776910178828985,333.4
25.0,15.96871531009674,502.5000000000002,0.0027318871582650674,-1.9371509552001954e-08,0.05018978325624399,470,114,1.7790850229561328,176.5,1167360,0.241796875,0.006166019090847463,-0.001522596224094741,331.27
25.0,15.96871758699417,360.0000000000009,0.0023344257486314747,1.3411045074462891e-08,0.050007108141418996,469,115,1.777436251193285,155.25,1177600,0.2541015625,0.007289977556047234,-0.0017052354840416228,328.61
22.500000000000007,15.96871721148491,227.5000000000002,0.0030171476893428918,-5.960464477539063e-09,0.053184129505696884,469,116,1.7707406751811505,127.0,1187840,0.2572509765625,0.007581377886708651,-0.001445145718025742,318.93
25.0,15.968714070320129,252.50000000000023,0.0027894917380422157,-5.215406417846679e-09,0.05223578626547176,469,117,1.7764022134244442,137.5,1198080,0.2587890625,0.008123709310939375,-0.001441177866581711,323.37
47.50000000000001,15.968717300891877,277.5000000000002,0.0025592548775250634,8.940696716308593e-09,0.05553662534525942,469,118,1.7806220524013043,147.25,1208320,0.2217529296875,0.008998915739164203,-0.001038444406731287,328.61
25.0,15.968717008829117,302.5000000000002,0.0023277817438724924,-1.0058283805847169e-08,0.052903014031860554,468,119,1.7767454236745834,154.75,1218560,0.24814453125,0.00856026207297873,-0.001448820258519845,335.03
25.0,15.968717020750045,327.5000000000002,0.0030994439905072113,-4.8428773880004884e-09,0.05419803556748968,468,120,1.7835739456117152,161.25,1228800,0.2986328125,0.007442722265113844,-0.0014181463098793755,336.97
25.0,15.968717920780183,427.5000000000002,0.0020001160303138475,5.215406417846679e-09,0.05127799558272868,468,121,1.7784511007368564,172.75,1239040,0.1774658203125,0.009309313602352631,-0.0013516332652216078,338.61
25.0,15.968717640638351,427.5000000000002,0.002690053766752953,5.960464477539063e-09,0.05588245229391122,467,122,1.7810056604444982,173.5,1249280,0.2730224609375,0.008446162841545401,-0.0014634625651524403,337.49
25.0,15.968716657161712,425.0,0.0027283589075125293,-6.7055225372314455e-09,0.050881985117352015,467,123,1.7678661450743676,180.25,1259520,0.2531494140625,0.007906667068084516,-0.0017576264675881249,334.97
25.0,15.96871675848961,310.00000000000085,0.0029139096807170974,-1.0430812835693359e-08,0.050142958408114266,466,124,1.763153648376465,152.25,1269760,0.2631103515625,0.005817972386503811,-0.0017742884490871802,325.69
0.0,15.968716198205948,277.5000000000002,0.002416098962783053,-1.2665987014770507e-08,0.05218783571224241,466,125,1.7757590509951116,123.25,1280000,0.2406005859375,0.0063553240009468935,-0.0017507360011222773,314.61
0.0,15.968717515468597,227.5000000000002,0.0024662614105892544,1.1175870895385742e-08,0.05631233975168496,466,126,1.7581443957984448,118.25,1290240,0.2438720703125,0.008815860332788361,-0.0016391720117098884,318.1
25.0,15.968717569112778,280.00000000000045,0.002453063731138627,1.3411045074462891e-08,0.0540322714869678,466,127,1.778972478210926,143.5,1300480,0.2356689453125,0.009044896132581925,-0.0016160830273292959,329.03
25.0,15.968715250492096,327.5000000000002,0.002414693375050092,-9.313225746154785e-09,0.05172645890226509,466,128,1.7785506136715412,157.5,1310720,0.224072265625,0.007431333365980208,-0.0013405729390797206,334.71
25.0,15.968717527389526,500.0,0.00224534666331806,-3.7252902984619143e-10,0.05492334620729946,466,129,1.7846138603985309,184.5,1320960,0.2193359375,0.009675158994332378,-0.0010897231724811718,341.18
25.0,15.968717777729035,330.0000000000004,0.002914383326378811,-1.1548399925231934e-08,0.05500482975659436,465,130,1.7813645482063294,166.75,1331200,0.2793701171875,0.008343522670384119,-0.0016823736848891712,333.21
25.0,15.968717575073242,387.5000000000011,0.002939694370718371,-1.7881393432617187e-08,0.051669173692962325,465,131,1.783523741364479,174.5,1341440,0.299609375,0.008683109345292905,-0.0018177968606323703,334.72
25.0,15.96871485710144,275.0,0.0022791198694335434,6.332993507385254e-09,0.052060492990375705,465,132,1.7867178313434124,159.0,1351680,0.2047607421875,0.008119250520758214,-0.001228630710102152,332.67
25.0,15.968717622756959,282.5000000000007,0.0026241690500683037,1.9744038581848144e-08,0.05209940318003253,465,133,1.7735073767602443,153.5,1361920,0.2400390625,0.008250978202704573,-0.0013382079745497323,331.93
25.0,15.968716597557068,252.50000000000023,0.0032970906151149394,-1.4901161193847656e-08,0.05143089313255269,465,134,1.770996591448784,134.75,1372160,0.2816650390625,0.006443795642385908,-0.0014048269476916175,326.59
25.0,15.968717628717423,350.0,0.0029065526830606815,-1.3783574104309083e-08,0.05344987084615899,465,135,1.779046892374754,138.25,1382400,0.26123046875,0.008701055397887103,-0.0017058074350643436,323.51
22.500000000000007,15.96871721148491,352.5000000000002,0.0030066571875750014,7.450580596923829e-10,0.0519283923660528,464,136,1.7777840793132782,137.0,1392640,0.2910400390625,0.006490222738511875,-0.0014375424609170296,325.66
