policy_loss,explained_variance,epoch_idx,value_loss,frames,P09:episode_rewards,P01:episode_rewards,grad_norm,episode_length,PMM:episode_rewards,policy_entropy,fps,advantage_norm
-0.011110267399635632,-3.001508029103279,1,0.05284312376570597,8000,3.8999999999999986,0.0,1.9921192575963016,170.5952380952381,1.119047619047619,1.3267125123739243,342,1.7506912169605493
0.0008403362787794322,-0.010888173580169677,2,0.011579293168178992,16000,3.0,0.0,0.21840774158706724,173.32258064516128,1.1612903225806452,1.3635714280605316,170,1.0698058619350195
0.001839080088539049,-0.011753923892974853,3,0.012688946656126063,24000,3.0,0.0,0.18955592220354553,172.82,1.15,1.3628526055812835,202,1.1714789293333887
0.001671630514319986,-0.013900961875915527,4,0.013730126548944099,32000,3.0,0.0,0.19250903347480894,172.21,1.16,1.3770283150672913,227,1.1688419016450644
0.0008722277206834406,0.0030371099710464478,5,0.011993286325705413,40000,3.0,0.0,0.16909323192420017,172.46,1.16,1.3796544921398164,243,1.1218349683284758
-0.00015886866618529893,-0.06708638608455658,6,0.008007688524394325,48000,3.0,0.0,0.14561532168695204,167.12,1.02,1.3756048941612244,256,0.8243854991719126
-0.0008098885003710166,-0.04607795238494873,7,0.016549421409799835,56000,3.0,0.0,0.27795067853527367,171.16,1.1,1.374006052017212,268,1.3306595161929726
0.0012358482711715623,0.02433885633945465,8,0.016666902745437254,64000,4.0,0.0,0.2890860837483557,192.31,1.61,1.3765413200855254,278,1.3870251044631003
0.0007697672649555898,0.13914360523223876,9,0.010871798168955138,72000,4.0,0.0,0.2038507636022339,195.59,1.68,1.3744998943805695,285,1.0904428555071355
0.00013603291736217216,-0.031425486207008364,10,0.012791899029107299,80000,3.0,0.0,0.28131777965771115,176.03,1.26,1.3765919530391693,291,1.2040403124690056
-0.0021779950993368402,0.03901692926883697,11,0.011364767052291426,88000,3.0,0.0,0.2756878765181872,169.11,1.09,1.37792426943779,297,1.1129030565917493
0.0003076367350877263,0.2282203471660614,12,0.010492037673393496,96000,3.0,0.0,0.25116433137118555,165.19,0.98,1.375050368309021,300,1.1180516760051251
-0.00018754111253656446,0.32773308277130125,13,0.017626786841428838,104000,3.0,0.0,0.428793112646787,171.4,1.13,1.37427552819252,305,1.4837975607812404
-0.0021169269320671447,0.5528802108764649,14,0.0161586301283387,112000,3.0,0.0,0.41241811713591053,190.65,1.6,1.379459682703018,309,1.4475714045763015
-0.000928300474624848,0.7260413867235184,15,0.011791981270071118,120000,4.0,0.0,0.31984314433336725,193.42,1.69,1.372118614912033,312,1.2904801934957504
-0.003287376397056505,0.6232476985454559,16,0.02071798572607804,128000,5.0,0.0,0.4672175204740509,195.96,1.69,1.3613535511493682,315,1.5257229897379876
-0.007165947620287625,0.746519826054573,17,0.015791327049955724,136000,5.1000000000000085,0.0,0.4352109815220169,202.15,1.92,1.3433329200744628,318,1.382911278307438
-0.0037538853147998453,0.8734273999929428,18,0.009817294497042894,144000,5.0,0.0,0.32869554655342026,205.45,2.05,1.3363230347633361,320,1.1890010991692543
-0.0017324980162084103,0.9242867344617843,19,0.006945650184061378,152000,5.0,0.0,0.24444048199655494,199.94,1.85,1.3428709673881531,325,1.0056577572226524
-0.00021803274052217603,0.9315764248371124,20,0.006728333675418981,160000,5.0,0.0,0.2469495848165188,208.06,2.02,1.3437177169322967,332,0.9823487791419029
-0.0011561693105613814,0.9577721250057221,21,0.004440404225606471,168000,5.0,0.0,0.20239301868256138,209.17,2.09,1.3345012581348419,338,0.7824355366826058
-0.00029210660708486104,0.9438579660654068,22,0.005765412332548295,176000,5.0,0.0,0.22288725395959005,203.13,1.95,1.3400243937969207,344,0.8824648556113243
-0.0010840301198186352,0.9208817982673645,23,0.006641373323218431,184000,6.300000000000026,0.0,0.23632843602605047,212.78,2.28,1.343996502161026,351,0.921906051337719
-0.0009843031005584634,0.9397612094879151,24,0.005133160342229531,192000,9.0,0.0,0.2093908883668919,220.49,2.49,1.3351017487049104,355,0.832642697095871
-6.414366209355648e-05,0.9159739923477173,25,0.004841484950447921,200000,5.0,0.0,0.22143889005442985,199.56,1.84,1.3492183518409728,361,0.7600801710784435
-0.0005089130927808582,0.9298790955543518,26,0.007027376858168281,208000,5.1000000000000085,0.0,0.2613276574067303,199.93,1.88,1.3620925116539002,367,0.9355307784676552
-0.0017184517257192056,0.9550759363174438,27,0.0044243462034501135,216000,5.0,0.0,0.19195714670965341,189.34,1.59,1.3540554714202881,373,0.7384874075651169
-0.000952189665986225,0.9315546149015427,28,0.006316245578927919,224000,5.0,0.0,0.23264874576982436,184.31,1.51,1.3654147231578826,380,0.8852541989088059
