advantage_norm,PMM:episode_rewards,policy_loss,episode_length,value_loss,epoch_idx,policy_entropy,explained_variance,fps,frames,P01:episode_rewards,P09:episode_rewards,grad_norm
1.6147023713588715,0.9555555555555556,0.01943356205993041,165.17777777777778,0.0761927312998887,1,1.3165863290429116,-1.5202617561817169,358,8000,0.0,2.0,1.9352718208787263
1.1745207641646267,1.021978021978022,0.00044738878728821873,168.43956043956044,0.013866815668698108,2,1.3813218450546265,-0.0759239649772644,178,16000,0.0,2.0,0.27838125021281734
1.2871215903759003,1.32,0.0005472648388240486,179.62,0.015575770131436002,3,1.378750867843628,-0.022206353545188903,216,24000,0.0,3.0,0.2264920973426589
1.1804857552424073,1.47,0.004097777120769024,184.46,0.013690979308403257,4,1.3840308034420012,0.005720344185829162,241,32000,0.0,4.0,0.20558776256732908
1.2338027638569473,1.37,0.004226444104569964,180.55,0.014329326149563712,5,1.3831898331642152,0.010677079558372498,260,40000,0.0,3.0,0.214777850591239
1.2588645486533643,1.3,-0.0005012793419882655,180.36,0.014166491982796287,6,1.3826235008239747,0.010752084851264953,274,48000,0.0,3.0,0.22049874815181403
1.187571073397994,1.37,-0.0020221521564235444,182.06,0.01566861901203083,7,1.3769113779067994,-0.0721719205379486,286,56000,0.0,3.0,0.316077246367674
0.9027860395610332,1.26,0.001536085139377974,177.22,0.009376119085791288,8,1.3809037864208222,-0.008694029450416564,294,64000,0.0,3.0,0.19325077728371556
1.1481790587306022,1.09,0.003025594717764761,171.27,0.01166794472708716,9,1.3796205568313598,0.0756014084815979,302,72000,0.0,2.0,0.23369319346050968
1.239752013385296,1.21,0.002064918397809379,175.95,0.013045274736650753,10,1.3766458451747894,0.16883088111877442,309,80000,0.0,3.0,0.2776409587059439
1.4509961172938346,1.28,0.0035133820053306407,179.59,0.01819581239920808,11,1.36748232960701,0.317170085310936,314,88000,0.0,3.0,0.38822168615880925
1.3135475516319275,1.35,-0.0032525575153704266,179.94,0.015499014704546425,12,1.3789547896385193,0.31523468017578127,319,96000,0.0,3.0,0.37793677996599917
1.2355439950525762,1.35,-0.002259234358498361,180.49,0.011710669210879132,13,1.3809118556976319,0.26865522146224974,324,104000,0.0,3.0,0.31474578188235436
1.407566442489624,1.28,-0.006907068898435682,180.49,0.016381476977840065,14,1.358739652633667,0.5585582095384598,328,112000,0.0,3.0,0.4104685095617754
1.2814997690916061,1.47,-0.0006484577385708689,186.82,0.012034872643416747,15,1.377890589237213,0.7263023549318314,332,120000,0.0,4.0,0.3151040051527831
1.1627027183771133,1.69,-0.0018187596171628684,191.17,0.010176908499852288,16,1.367860060930252,0.7281754279136657,334,128000,0.0,4.0,0.2847826827240836
1.3568547296524047,1.85,-0.0032649065238365437,195.95,0.012798336935229599,17,1.3275275075435637,0.7990138763189316,338,136000,0.0,5.0,0.3818880094234028
1.1225573441386223,1.87,-0.002147117845743196,197.79,0.00934670242248103,18,1.3207940006256103,0.8743032276630401,340,144000,0.0,6.0,0.32334210829480975
1.0394953194260597,2.34,-3.6384202412591546e-05,215.55,0.007516219854587689,19,1.3342355120182037,0.8998028868436814,343,152000,0.0,6.300000000000026,0.25892849223807846
