advantage_norm,grad_norm,policy_entropy,clip_fraction,epoch_idx,P09:episode_rewards,P01:episode_rewards,policy_loss,frames,value_loss,explained_variance,PMM:episode_rewards,episode_length,fps,approx_kl_divergence
15.968716812133788,1473040.617988747,1.607015108525448,0.455419921875,1,175.0,0.0,0.04430619984959776,10240,481307.4716138539,-3.380092243105173,81.45161290322581,304.80645161290323,406,944.2578842023229
15.968716567754745,0.06283143509203143,1.7532459177076816,0.29521484375,2,225.0,0.0,-0.0014795902759942691,20480,0.006641300028599062,-2.6077032089233397e-09,106.45161290322581,312.5967741935484,337,0.004737831342242771
15.968717688322068,0.05295582471825734,1.778159385919571,0.224365234375,3,245.00000000000028,0.0,-0.0019490575905365404,30720,0.008419750533448678,-4.097819328308106e-09,115.4639175257732,313.5979381443299,372,0.0031239983477917123
15.968716889619827,0.055727793180617116,1.7706823244690895,0.25634765625,4,452.50000000000017,25.0,-0.0017086457773984876,40960,0.009066141950825113,3.725290298461914e-09,162.5,331.82,402,0.003292925700492333
15.968701052665711,0.05180086599091001,1.7691050529479981,0.1974365234375,5,352.5000000000002,25.0,-0.0010515964419028022,51200,0.005928281396913348,-5.215406417846679e-09,143.0,326.62,420,0.0028260554807502556
15.96871484518051,0.05274243875581264,1.7673703335225581,0.2344482421875,6,377.5000000000002,25.0,-0.0017660505473031662,61440,0.007903705706878839,-4.470348358154297e-09,148.25,330.78,436,0.0032812411822590094
15.968714928627014,0.054181465270277805,1.7747095957398415,0.2472900390625,7,227.5000000000002,25.0,-0.0016047156397689833,71680,0.007881325487255708,-7.450580596923829e-10,117.0,316.75,450,0.003505178939730058
15.968715810775757,0.05566027419138656,1.7624042950570584,0.2513427734375,8,275.0,50.0,-0.00206648682760715,81920,0.010470574239047892,3.725290298461914e-09,154.0,325.18,458,0.00339090605838237
15.968717223405838,0.04972305052966956,1.7737441219389438,0.25107421875,9,275.0,25.0,-0.0015954520931700245,92160,0.005704132279743135,-7.078051567077636e-09,146.25,322.75,466,0.003416550660830353
15.968712610006332,0.052795862379933355,1.7772719115018845,0.259716796875,10,252.50000000000023,22.500000000000007,-0.001525766705890419,102400,0.006328660505869266,-2.421438694000244e-08,138.0,321.14,471,0.0037941635562901864
15.96871584057808,0.049640021321848415,1.7782555766403676,0.2489990234375,11,252.50000000000023,0.0,-0.0023178387120424302,112640,0.0066172878955740085,-1.4901161193847656e-08,121.5,317.12,477,0.003338528211600078
15.96871750354767,0.051757419409696526,1.7550828494131565,0.2724365234375,12,252.50000000000023,25.0,-0.0011210742755793034,122880,0.007795845582222682,1.862645149230957e-08,123.5,319.26,482,0.0034152623794739155
15.968717432022094,0.05360475005468446,1.771969798952341,0.2717529296875,13,282.5000000000007,25.0,-0.00203205047037045,133120,0.007725125884871886,-4.8428773880004884e-09,140.75,320.92,487,0.003648251704504446
15.968717610836029,0.053858705552924824,1.7704823821783067,0.247314453125,14,382.5000000000007,25.0,-0.0020865655977104327,143360,0.008485695704484897,1.601874828338623e-08,150.5,324.94,488,0.0034490696838020084
15.968717783689499,0.05390849122350775,1.7779967404901982,0.2442138671875,15,452.50000000000017,25.0,-0.0017314973316388204,153600,0.010239251404709649,-3.725290298461914e-09,165.0,329.41,491,0.0031914088027292565
15.96870260834694,0.05307556337976712,1.7634725384414196,0.199951171875,16,382.5000000000007,25.0,-0.0014671463770355331,163840,0.007889547452219859,-2.6077032089233397e-09,168.25,332.83,491,0.0025231508352732135
15.96871771812439,0.0551086856877742,1.7698590837419033,0.2506591796875,17,300.0,25.0,-0.002159893626230769,174080,0.008240909034157085,4.470348358154297e-09,156.75,331.95,495,0.003388634699967952
