value_loss,P09:episode_rewards,clip_fraction,frames,grad_norm,episode_length,epoch_idx,P01:episode_rewards,explained_variance,PMM:episode_rewards,advantage_norm,policy_loss,approx_kl_divergence,fps,policy_entropy
15761841.257095803,425.0,0.557373046875,10240,29336134.546547137,356.0,1,125.0,-1.8769217491149903,240.3846153846154,15.968717783689499,0.028536296036327256,339.97157629738683,440,1.2959595502860939
0.035867454102844934,550.0,0.3118408203125,20480,0.3718432602518905,347.5964912280702,2,125.0,-1.30385160446167e-08,242.98245614035088,15.968717813491821,-0.0014359523185703438,0.004422500499890703,345,1.7456033393740653
0.010445700002856028,450.00000000000034,0.2197509765625,30720,0.05612146578423991,345.7415730337079,3,95.00000000000001,2.1979212760925294e-08,231.46067415730337,15.968717855215072,-0.0014899904672347475,0.0029684306379294868,382,1.7758817218244076
0.006687383089450804,402.5000000000002,0.1795654296875,40960,0.0510577939388557,336.88,4,50.0,1.080334186553955e-08,196.25,15.968715101480484,-0.0009157866217719857,0.0026510122844683793,410,1.7757063642144204
0.008014862044092297,277.5000000000002,0.23330078125,51200,0.0510018389836794,329.88,5,47.50000000000001,-1.1920928955078126e-08,159.0,15.96871749162674,-0.0019093987277301494,0.0033432422639180005,427,1.7818065881729126
0.007980521076478907,250.0,0.263525390625,61440,0.05405733455897436,321.61,6,25.0,2.0861625671386717e-08,131.5,15.968717604875565,-0.001958116626701667,0.003395672087958701,442,1.7859347477555274
0.010193636935855465,325.0,0.218359375,71680,0.054130840653052646,330.53,7,47.50000000000001,8.940696716308593e-09,161.5,15.968717509508133,-0.0016849152128997958,0.002884566778163844,455,1.7790478006005288
0.009317131498391973,402.5000000000002,0.2388671875,81920,0.0543781172856019,331.72,8,25.0,2.421438694000244e-08,173.5,15.968717712163926,-0.0017929598321643424,0.0035299243205486166,463,1.7735807776451111
0.011413101078323962,455.0000000000004,0.234375,92160,0.05638821865322826,337.74,9,47.50000000000001,9.313225746154785e-09,207.0,15.968717831373215,-0.0016726796569855652,0.003070542481407301,470,1.765202734619379
0.009533072893964345,452.50000000000017,0.1865478515625,102400,0.055971389654761505,341.9,10,25.0,-1.1920928955078126e-08,208.0,15.968717575073242,-0.0010577765646303306,0.002522638487380391,475,1.7673692531883716
0.010426006246416365,450.0,0.168408203125,112640,0.05676845463792842,345.54,11,25.0,-2.0489096641540527e-08,210.75,15.968717968463897,-0.0008624863767181523,0.0022653385655644342,480,1.7708565644919871
0.008125186947108887,325.0,0.2559326171875,122880,0.05346659944241198,342.05,12,25.0,8.195638656616212e-09,180.0,15.968717473745347,-0.00186352223790891,0.0032905278863779586,485,1.7729818768799306
0.007782399490263714,350.0,0.2240478515625,133120,0.05468519379176841,337.49,13,25.0,-3.725290298461914e-09,178.25,15.96871638894081,-0.0015283285410987446,0.003384235325620466,487,1.7701577000319957
0.005860183814888842,250.0,0.3423583984375,143360,0.05220884720408124,326.62,14,25.0,-2.6077032089233397e-09,137.5,15.968715393543244,-0.002423999850725522,0.004358642561794568,489,1.7744161754846572
0.008222863127694779,250.0,0.199658203125,153600,0.05057784952868669,324.5,15,25.0,-1.4901161193847657e-09,136.0,15.968715697526932,-0.0016798987147922163,0.0029739059621647357,488,1.7576415874063969
