policy_entropy,value_loss,frames,grad_norm,P09:episode_rewards,P01:episode_rewards,PMM:episode_rewards,episode_length,fps,explained_variance,advantage_norm,policy_loss,epoch_idx
1.3717198860645294,0.008345686980173923,272000,0.2853127145300612,6.1000000000000085,0.0,2.14,207.22,288,0.9213256698846817,0.9843020698428154,-0.0007101959647843614,34
1.362461885213852,0.004738998216344044,280000,0.20997085718954484,7.1000000000000085,0.0,2.22,208.29,289,0.945358338356018,0.7843132579326629,-0.0008158944924070966,35
1.3544566202163697,0.004344531572423875,288000,0.19508668083764438,6.1000000000000085,0.0,2.29,213.24,289,0.9453090238571167,0.7346551606059074,-0.0011353185828556888,36
1.3670051419734954,0.005060072020860389,296000,0.20809563351903507,5.0,0.0,1.74,195.85,290,0.9443923163414002,0.7867691758275032,0.00013002738123759627,37
1.3628011572360992,0.006822620974853635,304000,0.2542711134454247,5.0,0.0,1.71,192.11,290,0.9171346914768219,0.903441606760025,-0.0007451753510395065,38
1.3566465842723847,0.004528678506321739,312000,0.18772933600146038,5.0,0.0,1.88,198.56,291,0.9489572554826736,0.7229192507266998,0.00035048862162511795,39
1.3617535197734834,0.005779255477245897,320000,0.23630086336495462,5.0,0.0,2.43,216.36,291,0.944589939713478,0.8821916887164116,-0.0015777559056004975,40
1.3583878946304322,0.0037129404398729094,328000,0.19800205917798633,8.100000000000009,0.0,2.56,221.53,292,0.9644056582450866,0.6878536030650139,-0.000578794670291245,41
1.3632312607765198,0.005921314904117026,336000,0.24900864705178602,9.0,0.0,2.44,217.71,293,0.9454496103525162,0.8617052093148232,-0.0006496197203523479,42
1.3636513793468474,0.003467143849702552,344000,0.17689072071202463,8.100000000000009,0.0,2.34,211.39,293,0.9641752523183823,0.6596701529622078,-0.00033103149908129124,43
1.3670433390140533,0.006526110288104974,352000,0.27680632901815405,8.0,0.0,2.51,219.25,293,0.944065591096878,0.9124422086775303,-0.0004958579852245748,44
1.3767248427867889,0.0063688418152742085,360000,0.2566866748488604,5.0,0.0,1.93,202.35,294,0.9145862925052642,0.9214225390553474,-0.0015971612395878764,45
1.3688497459888458,0.00649071805877611,368000,0.2697664936592681,5.0,0.0,1.9,202.14,294,0.9335040646791458,0.9485065427422523,-0.0015292072940064827,46
1.3726598858833312,0.007543313464848325,376000,0.28322589236326734,5.0,0.0,1.86,200.82,294,0.8719366955757141,0.9891090825200081,0.00034368006396107376,47
1.3625629913806916,0.007488436049898155,384000,0.2762782158448614,5.0,0.0,2.03,206.87,294,0.9096850639581681,0.9918409499526024,-0.0008218454851885327,48
1.3603798496723174,0.0063880235853139315,392000,0.2445824101828979,5.0,0.0,1.9,204.65,295,0.923237823843956,0.9189680591225624,0.00018289792758878322,49
1.369762350320816,0.009510259025264532,400000,0.3084249958966884,5.0,0.0,2.29,219.39,295,0.8777643549442291,1.1387532112002372,-0.0020471455369261093,50
1.3595024943351746,0.010491835008142516,408000,0.3438195878451112,5.0,0.0,2.14,212.62,295,0.8691820228099822,1.2288058820366858,-0.002172635491588153,51
1.3525516927242278,0.007826780232135207,416000,0.290042469391538,5.0,0.0,2.02,207.98,296,0.918747062087059,1.0253918290138244,-0.0010271107772132381,52
1.3671890342235564,0.007935763949644752,424000,0.28366867210580543,5.0,0.0,2.06,206.01,296,0.8909440326690674,1.0387376591563224,-0.0010732850720523858,53
1.363608068227768,0.008057724396931008,432000,0.3034781016668827,4.0,0.0,1.8,194.85,296,0.9059277486801147,1.0793730545043945,-7.238449179567397e-06,54
1.3643202447891236,0.013045424947049468,440000,0.3870765184707387,4.1000000000000085,0.0,2.29,213.14,297,0.8504412162303925,1.334290114045143,6.261798815103248e-05,55
1.3540709125995636,0.007618793381843716,448000,0.27426808447945694,5.0,0.0,2.43,217.65,297,0.9064526456594467,1.0372344952821733,-0.0019963459731661714,56
1.3567977881431579,0.01084292320185341,456000,0.3515549651554462,5.0,0.0,2.48,221.1,298,0.8803845196962357,1.226263723373413,0.00030562166262825484,57
1.345093377828598,0.00930180492112413,464000,0.31846285600768076,5.0,0.0,2.36,218.36,298,0.8939291352033615,1.1540872824192048,-0.004628550752531737,58
1.3443721175193786,0.00828688366455026,472000,0.3031798141102578,6.0,0.0,2.48,222.65,298,0.8992235285043716,1.0912769186496734,-0.0017171362983935978,59
1.3351248717308044,0.00859538589254953,480000,0.30494237210326536,6.0,0.0,2.69,232.46,298,0.9065928077697754,1.1266430610418319,-0.0024818811327713772,60
1.3356399095058442,0.007283147689886391,488000,0.28214433388023386,6.0,0.0,2.76,234.21,299,0.9310378110408783,0.9973444801568985,-0.0002778321392838734,61
1.3446625745296479,0.01025202259188518,496000,0.3240682863841268,6.0,0.0,3.24,252.32,299,0.8895709836483001,1.2130725955963135,-0.0023247279901988803,62
1.344193502664566,0.010399571196176112,504000,0.3219159418454305,9.0,0.0,3.52,257.74,300,0.8868695056438446,1.224445458650589,-0.00012326373776886613,63
1.3331112515926362,0.008125131971901282,512000,0.3074006125308126,9.0,1.0,3.81,268.25,300,0.8990561360120773,1.079583709537983,-0.0024536133359652013,64
1.3136332023143769,0.014676439826143906,520000,0.41274611935157735,9.0,1.0,3.66,259.17,300,0.8267005652189254,1.439766652584076,-0.005588633595853026,65
1.3272200846672058,0.01031837699469179,528000,0.3509873399013275,7.0,1.0,3.38,248.89,300,0.8852066498994827,1.2378524190187454,0.0002753277122974396,66
1.3253310453891753,0.01226305408636108,536000,0.3876900964629767,7.200000000000017,1.0,3.48,249.74,301,0.8737775993347168,1.3417380619049073,-0.002804537054616958,67
1.3432266688346863,0.010980710526928306,544000,0.3513484008815771,9.0,0.0,3.85,259.39,301,0.8763697826862336,1.2811815509200095,-9.326131548732519e-05,68
1.336309106349945,0.009988255727803335,552000,0.35524962800617454,9.100000000000009,0.0,4.07,267.11,302,0.9014027309417725,1.206067653298378,-0.005780271500698291,69
1.3297413754463197,0.014281866680830717,560000,0.4451997036506714,10.0,0.0,4.19,273.49,302,0.819932708144188,1.4781627315282821,-0.003612565547809936,70
1.3235023963451384,0.011629343226086348,568000,0.38730655596656666,9.0,1.0,4.04,273.09,302,0.8807815790176392,1.3148441511392592,-0.002389116254635155,71
1.3109367179870606,0.011569611148443073,576000,0.3634258475659612,9.0,1.0,3.82,268.97,302,0.8648362338542939,1.319154020547867,-0.0022582609849632717,72
1.2855501806735992,0.013593809977173806,584000,0.3910414454242243,8.0,1.0,3.6,260.8,303,0.8516331529617309,1.4208373910188674,-0.005935245102623412,73
1.2963341856002808,0.014608651176095009,592000,0.42495976916747935,9.0,1.0,3.84,264.29,303,0.8404365909099579,1.481729182600975,-0.0024110110674519093,74
1.3053130424022674,0.014222133667208254,600000,0.43310872160517616,9.0,1.0,4.19,275.38,303,0.8409030389785767,1.4524808901548385,-0.002206765402224846,75
1.2905016577243804,0.014457936445251108,608000,0.42835449523105923,9.0,1.0,4.36,281.43,304,0.8465986025333404,1.4832118564844132,-0.0032288640154365567,76
1.2992448687553406,0.014944203691557049,616000,0.4218057374174691,9.0,1.0,4.33,284.26,304,0.8513276386260986,1.488387815952301,-0.002314815638237633,77
1.27863862991333,0.01702364320401102,624000,0.4598454444731464,9.0,2.0,4.47,291.29,304,0.8122873234748841,1.5900512784719467,-0.004103111173026264,78
1.2814974808692932,0.015187401184812188,632000,0.47699720137197305,9.0,2.0,4.61,297.38,304,0.8368736225366592,1.5091687256097794,-0.001174769694916904,79
1.2946410071849823,0.01261751121841371,640000,0.39330621850612035,10.0,1.9000000000000004,4.84,301.14,304,0.8680880951881409,1.3631996005773543,-0.0022171870266902262,80
1.3047318398952483,0.012830109680071472,648000,0.3974345494655009,9.0,2.0,4.97,305.35,304,0.862475945353508,1.4030979990959167,-0.004624597513247864,81
1.2806760883331298,0.01668742195237428,656000,0.4431313441157569,9.0,1.9000000000000004,4.55,295.26,305,0.8144460546970368,1.588314516544342,-0.002853587835052167,82
1.2545160841941834,0.017580508445389567,664000,0.4732887058999152,8.100000000000009,2.0,4.9,310.46,305,0.7841122633218766,1.6368081599473954,-0.003585629994631745,83
1.2719655108451844,0.01897104782052338,672000,0.457049750803402,8.0,2.0,4.95,314.42,305,0.7830495452880859,1.7037654030323028,-0.003969271968817339,84
1.24691899061203,0.01617799864616245,680000,0.47914942890433365,8.0,2.0,5.01,309.78,305,0.8303841990232468,1.5765674847364426,-0.006622908876452129,85
1.2612629663944244,0.016675729034468532,688000,0.4401972581180347,9.0,2.0,5.31,317.16,305,0.8187615180015564,1.579244574904442,-0.0012026260251877829,86
1.252842410802841,0.017979215492960065,696000,0.5049523161603899,9.0,2.0,5.34,316.55,305,0.823685160279274,1.6507259207963942,-0.006779995713150129,87
1.24761772274971,0.016741787316277623,704000,0.450116695624262,10.100000000000009,2.0,5.76,328.61,306,0.8398626953363418,1.6065324461460113,-0.007217355853063054,88
1.2501370525360107,0.017422388172708452,712000,0.4522144406539615,11.0,2.0,5.96,339.03,306,0.8214987939596177,1.621548877954483,-0.004160443071741611,89
1.246425178050995,0.01649888129904866,720000,0.42571411235953105,11.0,2.0,5.96,336.85,306,0.8321610897779464,1.5801526367664338,-0.0024922954656358344,90
1.239746049642563,0.017372003444470464,728000,0.48301198288671626,11.0,2.0,6.45,351.66,306,0.8064933747053147,1.6191285663843156,-0.004422788442461752,91
1.2313918340206147,0.021445315494202078,736000,0.5264336090642345,11.0,2.0,6.44,347.11,306,0.786766780614853,1.8115869569778442,-0.0048331607959698885,92
1.2200639963150024,0.018222318189218642,744000,0.48249784129826323,11.0,3.0,6.76,358.43,306,0.7840715730190277,1.6742342066764833,-0.0034847957140300423,93
1.2405127048492433,0.02123363913036883,752000,0.5166756581535695,12.0,3.9000000000000004,7.53,376.54,306,0.7799173176288605,1.7692187267541886,-0.008417579853557981,94
1.2229148209095002,0.01788288104813546,760000,0.4864928938263111,12.0,4.0,7.72,377.49,307,0.8178870987892151,1.6500787258148193,-0.0046617356216302145,95
1.2432994091510772,0.01698035398032516,768000,0.43899596951570635,12.0,4.0,7.94,382.35,307,0.8234914380311966,1.6087934809923172,-0.0052993357199011375,96
1.2143927001953125,0.01820545697584748,776000,0.4834652148649704,13.0,4.0,8.16,390.18,307,0.8172643131017685,1.6680557608604432,-0.006107403440691997,97
1.2374751627445222,0.020155915045179426,784000,0.49522037829012894,13.0,4.0,8.29,391.86,307,0.7963602942228317,1.761461089849472,-0.0026287248898370307,98
1.2449155998229982,0.015787813519127666,792000,0.44939419785424556,13.0,4.0,8.28,397.16,307,0.8559980237483978,1.543695729970932,-0.0008495827083243057,99
1.2143354272842408,0.015717952325940133,800000,0.4536061009407819,13.0,4.9,8.4,393.81,307,0.8224303007125855,1.5472088640928268,-0.002610173974680947,100
1.1980846965312957,0.021225047241896392,808000,0.5277598895996358,13.0,5.0,8.55,397.57,308,0.761218268275261,1.7988745200634002,-0.005271842232905328,101
1.1970577335357666,0.0185440236562863,816000,0.499015994552617,13.0,5.0,8.62,401.88,308,0.7844638311862946,1.6766905051469803,-0.007330310409597587,102
1.2081101715564728,0.01792104351799935,824000,0.4670652958950605,13.0,5.0,8.54,400.81,308,0.817270684838295,1.6608740437030791,-0.006700441573993885,103
1.1923676896095277,0.018642941513098775,832000,0.5014919659056393,13.100000000000009,5.0,8.92,410.09,308,0.8032121282815933,1.6893174201250076,-0.003337519594642799,104
1.1665642356872559,0.024336352432146668,840000,0.5556428659108974,14.0,5.0,9.23,427.0,308,0.7594783961772918,1.9114857637882232,-0.010981997219132608,105
1.1665229094028473,0.019192220801487567,848000,0.5064755225655646,14.0,5.0,9.16,430.31,308,0.7673498487472534,1.7037373888492584,-0.003058710954428534,106
1.19141761302948,0.01999791368842125,856000,0.5185137779263431,14.0,5.0,9.18,435.85,308,0.7637499278783798,1.7437899190187454,-0.005639673665282317,107
1.2035729384422302,0.018655208023265004,864000,0.4999758267581545,14.0,5.0,9.14,440.92,308,0.8110210019350051,1.6856461334228516,-0.00809079881710204,108
1.2033332359790803,0.01971652721054852,872000,0.4807540329446303,14.0,5.0,9.03,441.27,309,0.7798121559619904,1.7362378495931625,-0.0048920939170056955,109
1.1471401059627533,0.02248451906256378,880000,0.5665110111686488,14.0,5.0,8.91,429.93,308,0.7710588347911834,1.8496304214000703,-0.007865537233301438,110
1.1437878406047821,0.022083412464708088,888000,0.5427382048141943,14.0,5.0,9.06,438.98,308,0.7611315310001373,1.843511323928833,-0.004335656820730946,111
1.145611669421196,0.023750661378726362,896000,0.5533922915132474,13.100000000000009,5.0,9.39,447.92,309,0.7611484664678574,1.8952484130859375,-0.008689733380742836,112
1.1642470186948777,0.025890452871099114,904000,0.5628535045456353,14.0,5.0,9.53,447.48,309,0.6666560912132263,1.9583931589126586,-0.0074461289665123335,113
1.2054290890693664,0.02080419867299497,912000,0.4904194984341379,15.0,5.0,9.83,453.55,309,0.7640310728549957,1.79237180352211,-0.0040232440974796195,114
1.1798950254917144,0.026196616645902396,920000,0.5841876450903929,15.0,5.0,10.25,464.02,309,0.7389083397388458,1.9927511298656464,-0.0045023282211332115,115
1.160973140001297,0.025179846789687873,928000,0.626742555419545,15.100000000000009,5.9,10.37,472.51,309,0.7088739389181137,1.9632732152938843,-0.010985742064658553,116
1.1665309476852417,0.023892295937985183,936000,0.5610573020255682,17.0,6.0,10.88,477.8,309,0.7424140638113021,1.9173765289783478,-0.006057308564486448,117
1.1789440596103669,0.02399959205184132,944000,0.5537151876218174,17.0,6.0,11.02,482.19,309,0.7571268779039383,1.8989155662059785,-0.00831090230596601,118
1.1729604244232177,0.019928622087463738,952000,0.5363305768719507,16.10000000000001,6.0,10.97,480.98,309,0.7681662213802337,1.7488627910614014,-0.004124964565271512,119
1.164005275964737,0.023189957425929605,960000,0.5908914708695168,17.10000000000001,6.0,11.22,485.35,309,0.7621380364894867,1.8884641861915588,-0.005976320440968266,120
1.1458701860904694,0.024284524102695285,968000,0.5610418220652968,17.10000000000001,6.0,11.41,483.0,309,0.7540464740991593,1.9125985592603683,-0.0053673199098557235,121
1.1726487791538238,0.021626202655024827,976000,0.5372014878691949,18.0,6.0,11.34,476.88,309,0.7542937195301056,1.8141045808792113,-0.0010851111705414951,122
1.133932250738144,0.021663457262329756,984000,0.5733857885036702,16.0,6.0,11.17,470.39,309,0.767652907371521,1.828504766225815,-0.007535850623971782,123
1.1546999490261078,0.025111342128366233,992000,0.581906732261178,17.0,6.0,11.54,482.46,310,0.7359645646810532,1.932853240966797,-0.005277360511245206,124
1.1878783512115478,0.019293696945533158,1000000,0.5043840483032921,18.0,6.0,11.71,488.1,310,0.7583664375543594,1.721904355287552,-0.0026610952112787346,125
1.1671543681621552,0.02332019219174981,1008000,0.592951556721771,17.0,6.9,11.62,489.24,310,0.7656232994794846,1.882389485836029,-0.007296362315537408,126
1.1226800125837326,0.02508155901916325,1016000,0.6041712917996169,18.0,6.0,12.1,498.34,310,0.7594569939374923,1.9454472303390502,-0.011317706473855651,127
1.1608206522464752,0.025796061409637333,1024000,0.573045759261051,18.0,6.0,12.62,513.92,310,0.7320307660102844,1.9847575342655182,-0.004049211256788112,128
1.1559575092792511,0.025911472085863353,1032000,0.6038898707479912,19.10000000000001,7.9,13.33,534.65,310,0.7332517194747925,1.9817845404148102,-0.008693690577638335,129
1.1679267406463623,0.024546668278053404,1040000,0.5713361090588601,21.0,7.9,13.49,534.94,310,0.7429171788692475,1.9298855936527253,-0.0025340578953910154,130
1.205008763074875,0.02204474666621536,1048000,0.5349032536096002,21.0,7.0,13.54,537.6,310,0.7661528259515762,1.8285594129562377,-0.00580940895684762,131
1.1766716015338898,0.021657688478007912,1056000,0.5273302677743451,21.0,6.9,13.7,530.63,310,0.7786994606256485,1.8183647871017456,-0.005554134217090905,132
1.1715792846679687,0.022582795610651372,1064000,0.5537754464862042,21.0,7.0,13.4,529.4,310,0.7697556304931641,1.8541926038265228,-0.006734669754005154,133
1.1828470581769943,0.023966411454603077,1072000,0.5788651408817553,21.0,7.9,13.72,532.01,311,0.7621984314918518,1.9165456569194794,-0.004350802587287035,134
1.2027150869369507,0.022107058293186127,1080000,0.5770242726544579,21.0,7.0,13.0,517.34,311,0.7865697884559631,1.8286629176139833,-0.011169702797196805,135
1.147467661499977,0.024361058943904935,1088000,0.5659940726246735,21.0,7.0,12.71,515.13,311,0.7431158578395843,1.9181299960613252,-0.00878249438421335,136
1.1519819569587708,0.026225463161244987,1096000,0.6036938179962802,17.10000000000001,7.0,12.44,505.95,311,0.730750309228897,1.9984283888339995,-0.0054703514734865165,137
1.1566640102863313,0.024982401384040714,1104000,0.6088498509653366,18.0,7.0,12.79,522.46,311,0.751136554479599,1.960633738040924,-0.012454316921066492,138
1.138208737373352,0.030592333283275364,1112000,0.6755580572824549,18.10000000000001,7.0,12.96,529.28,311,0.7233914130926132,2.1472713601589204,-0.006188524146564305,139
1.1084505838155747,0.027910148529335856,1120000,0.6391595981644745,19.0,7.0,13.12,532.56,311,0.6927524656057358,2.054966553449631,-0.00531014011525258,140
1.1238733690977096,0.026397095443680883,1128000,0.6329568644978599,19.0,7.0,13.38,542.14,311,0.7153281766176224,1.9997258067131043,-0.012601578524627257,141
1.088303079009056,0.025184775851666927,1136000,0.5997898174638889,19.10000000000001,8.0,13.93,549.42,311,0.7438709729909897,1.9709700059890747,-0.0034997975535225124,142
1.1071394550800324,0.0295871367957443,1144000,0.7016590996118224,21.0,9.0,14.61,562.25,311,0.7155329483747482,2.1072248339653017,-0.014894654163508676,143
1.0732582759857179,0.027436331333592533,1152000,0.6603378176585055,23.0,9.0,15.58,584.99,311,0.7099073082208633,2.046219666004181,-0.004678123157937079,144
1.11523104429245,0.031360386954620484,1160000,0.7034675678807955,24.0,9.0,16.04,591.3,311,0.700011755824089,2.176000349521637,-0.005592763359891251,145
1.1278207224607468,0.025289790271781385,1168000,0.5659300812452263,25.0,9.0,16.32,597.19,311,0.7391917765140533,1.9590525460243224,-0.00928509444813244,146
1.1624359285831452,0.02523416710551828,1176000,0.6103776648731014,24.10000000000001,9.0,16.19,602.8,311,0.7524650394916534,1.968208920955658,-0.0054842027317499745,147
1.1534709811210633,0.02379108203575015,1184000,0.5808263366935827,24.10000000000001,9.0,16.15,604.86,311,0.7271524989604949,1.8862908446788789,-0.008236635201756144,148
1.1733830285072326,0.026363071156665682,1192000,0.599574828119154,24.10000000000001,10.0,15.98,607.5,311,0.7179913336038589,1.997378146648407,-0.003422289279405959,149
1.1679645383358002,0.025732360053807496,1200000,0.5901030509686809,23.0,10.0,15.92,607.58,312,0.7372908103466034,1.9681076520681382,-0.0037175496900454163,150
1.1790879476070404,0.024460288202390074,1208000,0.5479094940150098,22.10000000000001,9.9,15.36,598.21,312,0.7271474331617356,1.9204145419597625,-0.010040259420638903,151
1.1840663194656371,0.020215416955761612,1216000,0.5075734168731864,22.0,9.0,14.47,580.63,312,0.7535393303632736,1.7593925166130067,-0.00567844215373043,152
1.1522503983974457,0.027877265135757626,1224000,0.6751580653984759,22.0,9.0,14.71,576.42,312,0.7273051154613495,2.0638799250125883,-0.004813632478544605,153
1.1398601579666137,0.027884758738800884,1232000,0.6855337881758597,22.0,9.0,14.97,581.49,312,0.7356548178195953,2.0449840581417082,-0.008625638774828985,154
1.1159989857673644,0.03275896241888404,1240000,0.703322429914229,22.0,9.0,15.18,583.22,312,0.7279599869251251,2.2266852378845217,-0.010968100809841418,155
1.1463720500469208,0.02736896190792322,1248000,0.6293356796190087,24.10000000000001,9.0,15.98,595.07,312,0.7375960499048233,2.038471494913101,-0.010501902928808704,156
1.1264916384220123,0.03195183961652219,1256000,0.7868669270973981,26.0,9.0,16.77,605.95,312,0.6862161350250244,2.1987524831295016,-0.008783524865284562,157
1.102579207420349,0.027641852158121764,1264000,0.711067324420843,27.10000000000001,9.0,16.92,611.95,312,0.7046443343162536,2.046536399126053,-0.006937364795303438,158
1.1073143458366395,0.03052408535964787,1272000,0.7126498378140252,28.0,9.0,17.65,628.36,312,0.693441036939621,2.1361900091171266,-0.016713636395288632,159
1.1187839794158936,0.030346772936172783,1280000,0.6761732192878455,29.10000000000001,10.0,18.65,651.18,312,0.7132350373268127,2.1241074073314667,-0.01154355145408772,160
1.1257702058553696,0.03160783847793937,1288000,0.700135044895836,31.0,10.9,19.09,668.48,312,0.646453070640564,2.1960201156139374,-0.007258750904584304,161
1.092298320531845,0.03264500617980957,1296000,0.7633840827668266,31.0,10.0,19.31,665.53,312,0.664714595079422,2.2201772141456604,-0.006493467470863834,162
1.1132890731096268,0.03144198512658477,1304000,0.6729303639328543,32.10000000000001,11.0,20.26,683.03,312,0.6496748405694962,2.179228084087372,-0.009122434321179753,163
1.1261428642272948,0.02923977706581354,1312000,0.664356941000996,32.0,11.0,20.56,692.53,312,0.7012068617343903,2.0974033915996553,-0.011606697734678165,164
1.119535458087921,0.02725287640467286,1320000,0.626386517851996,32.0,11.9,20.65,694.24,313,0.6841406923532486,2.0154738676548005,0.0006229789170902223,165
1.1345919239521027,0.03243320946581662,1328000,0.7144026748973239,31.10000000000001,11.9,20.37,700.88,313,0.6869898676872254,2.1965623724460603,-0.017019536614825484,166
1.09326882481575,0.02848226074129343,1336000,0.6484495232755211,33.10000000000001,12.0,20.53,702.61,313,0.687704764008522,2.0704371738433838,-0.01509760245680809,167
1.0866281306743621,0.028622074062004687,1344000,0.6807948866081651,31.300000000000026,13.0,20.29,694.95,313,0.7377257418632507,2.0748654210567476,-0.015146004916459788,168
1.0756340318918227,0.03165186793543398,1352000,0.6895791595419807,30.10000000000001,13.0,20.28,692.4,313,0.6761498260498047,2.184982407093048,-0.005153999098110944,169
1.107101395726204,0.03202328009530902,1360000,0.6832731321412743,34.10000000000001,13.0,20.76,702.58,313,0.6779615527391434,2.1889178121089934,-0.005461589987389743,170
1.0872209668159485,0.03428005382418633,1368000,0.7321355390812937,30.300000000000026,13.0,20.64,697.48,313,0.7096554219722748,2.2761413526535033,-0.010141693414916518,171
1.0867869687080383,0.03326494899578392,1376000,0.7079414516295338,29.400000000000034,12.9,20.36,687.05,313,0.6741613638401032,2.2278288877010346,-0.008556232579940115,172
1.0727364331483842,0.032082128580659626,1384000,0.711124570156769,34.10000000000001,13.0,21.25,698.51,313,0.66891337454319,2.1883553957939146,-0.010851312199374661,173
