epoch_idx,frames,grad_norm,policy_entropy,value_loss,PMM:episode_rewards,P09:episode_rewards,policy_loss,explained_variance,P01:episode_rewards,advantage_norm,fps,episode_length
49,392000,0.2544558738941564,1.3571494615077973,0.0075590913667110725,2.73,8.100000000000009,-0.0008253018972027348,0.9065693682432174,0.0,0.9910356739163398,684,227.82
50,400000,0.1976649083863259,1.3617136037349702,0.004462680673750583,2.47,6.200000000000017,-0.0016779571154620497,0.9357910120487213,0.0,0.7529518668353558,679,218.12
51,408000,0.2161762124024278,1.3512598717212676,0.005191553436452523,2.37,9.0,-0.00112106701839366,0.9552192503213882,0.0,0.801800719499588,675,213.18
52,416000,0.25780989932893006,1.3655625236034394,0.007349590556696057,2.57,9.0,-0.00024168199114512845,0.9220274764299393,0.0,0.959224870800972,672,223.52
53,424000,0.23530034882103756,1.3577470314502715,0.006000969843007624,2.52,9.0,-0.0012334899371489883,0.937287991642952,0.0,0.8793675124645233,666,217.79
54,432000,0.16292711059403037,1.3500660371780395,0.0030529037688393147,2.52,7.200000000000017,-0.0004838149900024291,0.9742083460092544,0.0,0.614259330034256,663,219.99
55,440000,0.33202086931587665,1.3637860143184661,0.011051957000163384,2.42,7.200000000000017,-0.0020174833631608634,0.8271512502431869,0.0,1.211698614358902,659,214.57
56,448000,0.3845037818868749,1.3396544718742371,0.013068789028329775,2.07,5.0,0.0013113871801760978,0.7666729772090912,0.0,1.2960681420564653,655,204.59
57,456000,0.21462549903673034,1.3384721517562865,0.005060917322989553,1.93,5.0,-0.0010609433677745983,0.9542918902635574,0.0,0.8081623834371566,651,203.09
58,464000,0.24934955518887894,1.345597187280655,0.006820939016761258,2.1,5.0,-0.004189313179813326,0.9399120306968689,0.0,0.9155989709496498,647,210.9
59,472000,0.2906686153489208,1.349584094285965,0.009226746580097825,2.16,5.0,0.0005752069961818051,0.894083378314972,0.0,1.1055239656567573,644,210.97
60,480000,0.30831173745306883,1.346374011039734,0.009781536319642327,2.02,5.0,-0.0013652212730085012,0.900319768190384,0.0,1.1731892713904382,640,205.17
61,488000,0.29340833234549785,1.3551355242729186,0.008476307388627901,2.03,5.0,-0.0025716355191616456,0.8969472187757492,0.0,1.091380865573883,637,207.14
62,496000,0.26299481812667097,1.3252733004093171,0.006840174615499564,2.02,5.0,0.0004088292378582992,0.9370929968357086,0.0,0.9413916179537773,633,211.16
63,504000,0.24824439056685685,1.3447815871238709,0.007375248252064921,2.46,6.0,-0.001401890005217865,0.9206230801343918,0.0,0.982852201461792,630,220.16
64,512000,0.23442811621732218,1.3413043856620788,0.006294289771467447,2.97,7.200000000000017,-2.8326788306003437e-05,0.9336282908916473,0.0,0.9070743104815483,626,240.48
65,520000,0.2409546215602053,1.3436279845237733,0.006605981079628691,3.22,9.0,-0.0005519456946058199,0.9447895342111587,0.0,0.9640266981720924,623,249.37
66,528000,0.22743871364851984,1.349634280204773,0.005767097377683967,2.82,6.0,-0.0007094107060402166,0.9356435364484788,0.0,0.8645636737346649,620,237.61
67,536000,0.20476133557427903,1.3439867687225342,0.005079653080902063,2.69,6.0,-0.0003026571264490485,0.9523928147554398,0.0,0.8272461593151093,617,230.97
68,544000,0.24780077571775957,1.3517662274837494,0.006492944486089982,2.68,6.1000000000000085,-0.0029885537053633018,0.9306285977363586,0.0,0.9448073720932006,613,229.06
69,552000,0.20193498792631068,1.3436842930316926,0.0053858678630786016,2.77,7.200000000000017,-0.0010725649242522195,0.9435357797145844,0.0,0.8385388222336769,610,231.75
70,560000,0.1782205734756296,1.3525154328346252,0.004066032213740982,2.49,5.1000000000000085,-3.3073249796871095e-05,0.9585388273000717,0.0,0.7144378907978535,607,221.72
71,568000,0.27774140861485663,1.3346296453475952,0.009538712102221325,2.51,6.0,-0.0013538874121150001,0.9047681409120559,0.0,1.1223778954148294,605,224.3
72,576000,0.31566084331189154,1.3427445912361144,0.010009059745352716,2.48,5.0,-0.003549924398539588,0.9066821587085724,0.0,1.1174043780565261,602,222.43
73,584000,0.2418731252699313,1.3406979882717132,0.0063369167619384825,2.73,6.1000000000000085,-0.001159170762807662,0.9445338344573975,0.0,0.9153502327203751,599,230.06
74,592000,0.26787081736072715,1.3547805082798003,0.007839022522093729,2.53,5.1000000000000085,-0.001010884806055401,0.9084282845258713,0.0,1.0342495140433312,596,221.83
75,600000,0.2454211499942659,1.3569393408298493,0.007933042136137373,2.64,6.200000000000017,-0.000900356057099998,0.9160430055856704,0.0,1.0198800569772721,593,226.5
76,608000,0.24395189667973824,1.3491035878658295,0.007219942117808386,2.71,6.1000000000000085,-0.0010944347613258288,0.93081527531147,0.0,0.9799088501930237,590,227.72
77,616000,0.23925293584483626,1.3507160615921021,0.006875859080464579,3.04,7.200000000000017,4.590221469698008e-05,0.9340110009908676,0.0,0.9792291328310967,588,240.11
78,624000,0.23800002728736508,1.3499738323688506,0.006635094066150486,2.96,9.0,-0.0008294186354032717,0.9429324334859848,0.0,0.9451482480764389,587,233.88
79,632000,0.21246122415180635,1.3480319094657898,0.005634679538197815,2.78,7.0,-0.0011972336692269892,0.9514582532644272,0.0,0.8632548040151596,586,233.53
80,640000,0.29312053270166694,1.3417921304702758,0.009606318665319122,2.85,7.0,-0.0023952341565745884,0.902505704164505,0.0,1.1542983081936837,585,236.24
81,648000,0.21879623330250544,1.341319718360901,0.006346123801195063,3.0,6.1000000000000085,-0.001754451368469745,0.9279116696119308,0.0,0.9341698369383812,584,243.75
82,656000,0.2009338335817697,1.330394561290741,0.004661690183565952,2.85,7.1000000000000085,-0.0007645526336273179,0.9564713728427887,0.0,0.7902048140764236,583,232.46
83,664000,0.32288727347553214,1.3463513517379762,0.01020076563116163,2.92,8.0,-0.003634776734310208,0.8761357337236404,0.0,1.17526722073555,582,234.07
84,672000,0.22206521918416888,1.3398143982887267,0.0061503933800850065,2.75,7.1000000000000085,-0.0010997777993907222,0.923675246834755,0.0,0.9181929615139961,582,229.58
85,680000,0.22797509160288013,1.326875365972519,0.005816352644469589,2.7,6.0,-0.00031436250894330443,0.949061861038208,0.0,0.8810520067811012,581,230.16
86,688000,0.3124538342159058,1.337298355102539,0.01008843413204886,2.88,6.200000000000017,-0.004549160109017975,0.8906343215703965,0.0,1.1573521357774734,580,235.21
87,696000,0.30579083239006044,1.3382593774795533,0.010552740977145732,3.37,8.100000000000009,-0.0029326548206154257,0.8921022909879684,0.0,1.2309609004855155,580,251.01
88,704000,0.2811900945952497,1.3226151907444,0.008898861985071562,3.37,9.0,-0.0017199660544429207,0.8993959492444992,0.0,1.0903425300121308,579,250.78
89,712000,0.29374013352316586,1.3264004564285279,0.009460368120344356,3.55,9.0,-0.0008423466861131601,0.8971295440196991,0.0,1.1600320500135421,578,256.19
90,720000,0.25615890527377416,1.3218607521057129,0.006783167963149026,3.37,9.100000000000009,-0.0015655788104777457,0.9417616647481918,0.0,0.9752113574743271,578,251.7
91,728000,0.2749687043360648,1.3356850945949554,0.00782657605712302,3.43,10.0,-0.00010927681112661958,0.9124049812555313,0.0,1.0612589180469514,577,256.93
92,736000,0.305060260882286,1.3423377180099487,0.010543781640008092,3.36,8.100000000000009,-0.0007244856440229341,0.8775300294160843,0.0,1.2195823270082473,576,250.85
93,744000,0.24085405467863855,1.3351870679855347,0.00703982915263623,3.23,8.100000000000009,-0.0018684534510532557,0.9257155239582062,0.0,0.9546704646945,575,243.8
94,752000,0.3338821822730162,1.3384751355648041,0.011708213030942716,3.37,8.100000000000009,-0.0027235463633769543,0.8703935074806214,0.0,1.2834442046284675,575,245.42
95,760000,0.3183941801822004,1.3295747435092926,0.01030678889947012,3.35,8.100000000000009,-0.002243178471690044,0.8991654044389725,0.0,1.2299990570545196,574,249.33
96,768000,0.2927150565251557,1.3241539406776428,0.009324183655553497,3.42,8.0,-0.00182501884715748,0.9031322741508484,0.0,1.1727064743638038,574,251.17
97,776000,0.31395114307700406,1.3111180007457732,0.009197725787525996,3.68,8.0,-0.003499333157087676,0.8920221000909805,0.0,1.1230814951658248,573,263.18
98,784000,0.32755086119140636,1.3067716646194458,0.010154248935868963,4.07,9.100000000000009,-0.0018252513711922802,0.8877816033363343,1.0,1.2053478279709815,572,273.34
99,792000,0.3293235522805963,1.2633740496635437,0.010351013790350408,4.24,10.0,-0.002089485073229298,0.89013128221035,1.0,1.2326772809028625,571,278.18
100,800000,0.33611666844415716,1.2637136590480804,0.011798723635729402,4.37,10.0,-0.0028600285050924866,0.8635966742038726,1.0,1.3275459116697312,571,283.02
101,808000,0.3453743819065461,1.2718188214302062,0.011303340734448284,4.5,11.0,-0.002507146251555241,0.8766098034381866,0.0,1.284887407720089,570,287.23
102,816000,0.39446005632046094,1.233508676290512,0.016040873788297175,4.63,10.0,-0.0065677883315947835,0.8095747756958008,0.0,1.5467698341608047,570,295.01
103,824000,0.3787929223711488,1.1936062598228454,0.01627413019305095,5.1,11.0,-0.003467185207409784,0.7893776559829712,0.0,1.5469918018579483,569,310.42
104,832000,0.33733933367857594,1.2073782622814178,0.012716348350513726,5.22,10.100000000000009,-0.004697282188717508,0.850956991314888,1.0,1.3669957494735718,568,317.09
105,840000,0.4542287962647432,1.2047770774364472,0.01878673983970657,5.45,10.0,-0.006469916970236227,0.802119334936142,2.0,1.5740206336975098,568,323.41
106,848000,0.4942135831358464,1.2459702146053315,0.02123378241667524,5.29,10.0,-0.005839659547200426,0.7443772661685943,1.9000000000000004,1.706953843832016,567,319.55
107,856000,0.33635886384996994,1.2831773698329925,0.012153300170321018,5.06,10.0,-0.002826476987975184,0.8754250073432922,1.0,1.3170409673452377,566,312.99
108,864000,0.3175381433012621,1.298857762813568,0.01030211897334084,5.45,10.100000000000009,-2.5582665111869575e-05,0.8920954513549805,0.0,1.2153225612640381,566,317.17
109,872000,0.2922891540431905,1.2958557891845703,0.00913620282895863,5.21,10.100000000000009,-0.0018963934401108418,0.9053788793087005,0.0,1.1510161972045898,565,309.11
110,880000,0.4899910335792078,1.2655467510223388,0.02064121688250452,5.37,11.0,-0.00891045155818574,0.7849762028455735,0.0,1.7634231287240982,565,314.48
111,888000,0.3781089040785169,1.2797455012798309,0.013495186693035066,5.57,10.0,-0.003580923075642204,0.8609019523859024,1.0,1.4234738689661026,564,323.66
112,896000,0.3746332137400582,1.2839229893684387,0.014403417366556823,5.17,10.0,-0.003936827778670704,0.8422944736480713,0.9000000000000004,1.455660030245781,564,315.36
113,904000,0.36136792248178184,1.2648854780197143,0.013381928075104951,5.57,10.0,-0.0022722861904185265,0.8462383061647415,2.0,1.4197100472450257,563,331.02
114,912000,0.360354473136747,1.2892564535140991,0.012783135012723506,5.54,10.0,-0.0016433056292589753,0.881431490778923,1.9000000000000004,1.3888369989395142,563,326.61
115,920000,0.4156945217481682,1.2623073422908784,0.016327613797038794,5.63,10.0,-0.0009228145849192515,0.8356109970808029,2.0,1.5607114911079407,562,332.24
116,928000,0.4574096820227854,1.2184129548072815,0.01868446284905076,5.96,11.0,-0.006780761985282879,0.7971135520935059,2.0,1.6929780185222625,562,341.58
117,936000,0.38475854525129366,1.2058468990027904,0.01399761062115431,5.97,12.0,-0.002546272815525299,0.848002200126648,0.0,1.4226428681612016,561,328.38
118,944000,0.4677255903040902,1.2148113608360291,0.0188226981414482,6.23,12.0,-0.007938309935852886,0.8308896797895432,1.8000000000000007,1.6790951848030091,561,338.28
119,952000,0.4850505201098475,1.188504798412323,0.02061419882811606,6.56,13.0,-0.004860822876507882,0.7823631948232651,0.0,1.7660366106033325,561,350.94
120,960000,0.42154235564025766,1.2635720896720886,0.01491052399156615,5.45,11.0,-0.0022912008402636275,0.8446843218803406,0.0,1.4671752119064332,561,320.78
121,968000,0.43909779500069007,1.225539960861206,0.01595695591531694,5.76,11.0,-0.00539098512592318,0.8351026087999344,1.0,1.5458854633569716,560,331.82
122,976000,0.42022463284649014,1.1651276791095733,0.015583930527791381,5.62,10.0,-0.003750003721797839,0.8270355415344238,0.0,1.4960877895355225,560,327.71
123,984000,0.46792534625399446,1.104626138806343,0.01914922024589032,5.6,10.0,-0.01015312446281314,0.7730177050828934,0.0,1.6926866799592972,559,315.86
124,992000,0.43882478300656663,1.178382215499878,0.01666003872640431,6.34,11.100000000000009,-0.004499372583923105,0.8207732266187668,0.0,1.5976136362552642,559,345.53
125,1000000,0.42430044360338537,1.2054692709445953,0.016833054074086248,6.89,12.0,-0.005822243900911417,0.8419489967823028,0.0,1.5977954483032226,559,367.89
126,1008000,0.6892207567343833,1.1769711422920226,0.032981028878130016,9.1,12.100000000000009,-0.008203164223668864,0.7757715255022049,2.0,2.152953202724457,558,382.41
127,1016000,0.44003697098285677,1.1761971390247346,0.017572127236053347,8.7,13.100000000000009,-0.006539556268398883,0.8304885268211365,2.0,1.6335344076156617,558,372.32
128,1024000,0.5381504501709276,1.2142183887958526,0.02275041403248906,9.23,14.0,-0.0050783647244679745,0.7666102921962739,2.0,1.8496958756446837,558,383.8
129,1032000,0.5170404469583872,1.2223967158794402,0.021924934978596867,9.52,14.0,-0.004031861470721197,0.7927500879764557,2.0,1.8167992222309113,557,386.01
130,1040000,0.435464700797455,1.2250396084785462,0.01562076640315354,9.77,14.0,-0.0031066843540611443,0.8491224211454391,2.0,1.5290664327144623,557,392.4
131,1048000,0.4743643649966841,1.2304956829547882,0.018022887078113854,7.9,13.0,-0.0030664805715241526,0.8201229137182235,3.0,1.6295265775918961,557,389.79
132,1056000,0.5108271344074115,1.2453000462055206,0.018645717962644994,7.98,13.0,-0.007331699203932658,0.8039634692668914,3.0,1.6568832862377167,557,396.11
133,1064000,0.4376838037408027,1.2611152040958404,0.01535439042840153,7.93,13.0,-0.0059614173640147785,0.841635655760765,3.0,1.5202050721645355,556,400.38
134,1072000,0.45079044552756287,1.2491844725608825,0.018456057533621787,7.93,13.100000000000009,-0.007494185271207243,0.8283038890361786,3.0,1.6640807950496674,556,399.64
135,1080000,0.44706172402950467,1.2190855717658997,0.018267128020524978,8.01,14.0,-0.001812803350840113,0.809975221157074,3.0,1.6612628090381623,556,402.05
136,1088000,0.8607994672566833,1.19416646361351,0.0453532537817955,8.19,14.0,-0.007891977329854853,0.7524822270870208,2.0,2.004547374844551,555,397.16
137,1096000,0.4735311923643162,1.1852517449855804,0.019083490553312002,8.4,14.0,-0.007098004824365489,0.8191820430755615,2.0,1.6770190572738648,555,395.95
138,1104000,0.5071917531756288,1.1562369537353516,0.02186899141408503,8.59,15.0,-0.0028764019091613593,0.7560793900489807,1.9000000000000004,1.8162765938043595,555,400.95
139,1112000,0.42633489261712476,1.229974652528763,0.01751008224673569,9.08,15.0,-0.0020061276812339203,0.841145276427269,2.0,1.6070610666275025,555,405.05
140,1120000,0.4285468408845767,1.2392613065242768,0.016240216749720274,8.46,15.0,-0.0007249889336526393,0.8387646102905273,1.9000000000000004,1.5583735233545304,554,392.3
141,1128000,0.4876627701630189,1.230915631055832,0.020323720118030904,8.3,15.0,-0.005089501490583643,0.7935980188846589,2.0,1.7543553364276887,554,389.18
142,1136000,0.565611825472235,1.205123866200447,0.021777577998582275,8.55,16.0,-0.007339090713212499,0.7584010368585586,2.0,1.7856026661396027,554,398.29
143,1144000,0.5264190073368985,1.1904780289530754,0.022345642265863715,7.96,15.100000000000009,-0.007517751693958416,0.759229553937912,2.0,1.7734263092279434,553,378.26
144,1152000,0.4026796995335535,1.229046231508255,0.015261880429461598,7.52,15.0,-0.0016767559936852194,0.8507520711421966,2.0,1.5019506514072418,553,372.4
145,1160000,0.5216485015177884,1.2146646916866302,0.02143722337670624,8.37,16.0,-0.0055025243648560715,0.7984851312637329,2.0,1.812610318660736,553,386.52
146,1168000,0.43136758500930966,1.2067588365077973,0.015620512547902763,7.37,14.100000000000009,-0.001480104592628777,0.8146690291166305,1.0,1.5424843448400498,552,364.27
147,1176000,0.5190833388325387,1.1771999764442445,0.02089755918364972,7.65,14.100000000000009,-0.006148958714911714,0.7928026831150055,1.0,1.769969139099121,552,372.8
148,1184000,0.43335707747603214,1.18972452044487,0.016186769809573887,7.78,14.0,-0.0011535372483740503,0.8033957034349442,2.0,1.560273300409317,552,379.34
149,1192000,0.5199287678773061,1.1531374660134315,0.021993506264407187,8.05,14.0,-0.002477945271879207,0.6869463139772415,3.9000000000000004,1.7633411866426467,552,392.08
150,1200000,0.43512429836068195,1.200806538462639,0.01739369902294129,7.52,13.0,-0.005487862580921501,0.8066577297449112,3.0,1.620690687894821,552,382.7
151,1208000,0.5172827909166119,1.1838762843608857,0.020714815305545926,8.57,14.0,-0.007504980687517673,0.7740516072511673,4.0,1.7659083658456802,551,405.4
152,1216000,0.5405416592235536,1.1846429178118705,0.021138511444441975,8.71,14.0,0.0016942308936268092,0.8024298751354217,4.0,1.7761136883497237,551,410.34
153,1224000,0.5162607001954402,1.182670933008194,0.020793807720765473,8.87,14.0,-0.006709047344047576,0.7710221034288406,4.0,1.7817487502098084,551,409.22
154,1232000,0.42859038087181256,1.2126684391498566,0.01671102489810437,9.26,14.0,-0.0033708548959111794,0.806404995918274,4.0,1.5895271331071854,550,414.9
155,1240000,0.4691192867991258,1.228144496679306,0.019254665384069086,9.17,15.0,-0.001043030637083575,0.7726428031921386,4.0,1.699330558180809,550,410.9
156,1248000,0.4676834484764486,1.2213466835021973,0.019038422694429756,8.95,14.0,-0.005671477865835186,0.7640214407444,4.0,1.7047579926252365,550,414.54
157,1256000,0.46253331928396074,1.2154183423519134,0.019023720016703008,9.26,15.100000000000009,-0.004933302804711275,0.796835126876831,4.0,1.6912843632698058,549,414.07
158,1264000,0.4728874776509103,1.204405345916748,0.019967959858477116,9.23,15.0,-0.005632066919642967,0.760017791390419,4.0,1.6830212140083314,549,417.59
159,1272000,0.4625863519004394,1.1940090930461884,0.018873622980900107,8.91,15.0,-0.0013313535053748637,0.7861008113622665,4.0,1.7011276078224182,549,412.4
160,1280000,0.524487102849145,1.177938425540924,0.025218677464872597,9.42,15.0,-0.006990204920293763,0.7360012823343277,4.0,1.9543515920639039,549,424.19
161,1288000,0.5317139230836344,1.1857871544361114,0.023647965514101088,10.27,16.0,-0.0055933115720108615,0.7552369576692581,4.0,1.8792740166187287,549,435.78
162,1296000,0.4878225917423521,1.1506648218631745,0.020739876441657545,10.75,16.0,-0.00781659338332247,0.7785064965486527,4.0,1.759631723165512,548,446.35
163,1304000,0.5371104477705544,1.1544070482254027,0.02446569925174117,10.88,16.0,-0.005913187121623195,0.7592191255092621,4.9,1.9300777232646942,548,442.64
164,1312000,0.574380330774067,1.1499106359481812,0.02101461900398135,11.56,16.10000000000001,-0.008866568691737485,0.7730556511878968,7.0,1.7999772447347642,548,450.61
165,1320000,0.5294714647515103,1.1631755447387695,0.021224256912246345,11.54,16.10000000000001,-0.0034643457885249517,0.777002545595169,7.0,1.7985840034484863,548,445.07
166,1328000,0.5606393494763894,1.174591017961502,0.02437794804573059,11.34,16.0,-0.004934819405898452,0.7313299685716629,7.0,1.8853635966777802,548,448.62
167,1336000,0.634644770611851,1.1400241023302078,0.02738853540737182,10.71,16.0,-0.008171280321548693,0.6843966799974441,6.0,2.015053676366806,547,430.29
168,1344000,0.5570737551230491,1.14416454911232,0.021014298177324236,11.02,16.0,-0.007897638590657152,0.778015609383583,6.0,1.7900046783685684,547,441.73
169,1352000,0.5380047389094689,1.134756976366043,0.021731018922291696,10.95,16.0,-0.0008142364365630783,0.7832164096832276,6.0,1.8166547471284866,547,450.5
170,1360000,0.5374887729584389,1.1770973360538484,0.02189628576859832,11.52,16.10000000000001,-0.0031190244387835266,0.7787490838766098,7.0,1.8253228211402892,547,470.51
171,1368000,0.5009003131659798,1.161004867553711,0.02241365018300712,12.29,18.0,-0.010240537280842545,0.7703980016708374,7.0,1.837183644771576,547,479.38
172,1376000,0.5406108773091985,1.129983624815941,0.023494511917233465,12.59,19.0,-0.010275812816107645,0.7593518996238708,7.0,1.8890914303064346,547,489.5
173,1384000,0.6168637768039923,1.0970585715770722,0.026906611043959857,13.26,20.0,-0.005645144237205386,0.7199462789297104,8.0,2.020114390850067,546,508.24
